Flop0,Flop1,Flop2,Turn,River,Chips,Hands0,Hands1,Action0,Action1,Action2,Action3,Action4,Action5,Action6,Action7,Action8,Action9,,
4,7,9,-1,-1,222.25,23,11,1,3,4,3,4,4,6,-1,-1,-1,,
44,37,43,19,26,477,28,35,0,2,2,-2,2,-2,2,-2,6,-1,,
4,7,10,-1,-1,170.66,42,31,1,3,4,3,4,3,4,3,7,-1,,
5,47,33,17,9,572,42,48,0,2,4,4,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,74.66,6,10,1,3,4,4,2,6,-1,-1,-1,-1,,
1,41,22,39,35,210.25,38,48,0,2,2,3,2,-2,4,7,-1,-1,,
4,8,11,-1,-1,646.25,40,33,1,3,4,2,4,3,4,6,-1,-1,,
24,22,13,35,10,368.65,42,5,0,2,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,301.75,0,9,1,3,4,4,4,3,6,-1,-1,-1,,
44,7,11,49,13,92.16,20,8,0,3,3,3,3,3,7,-1,-1,-1,,
5,7,9,-1,-1,554,37,45,1,2,-2,2,2,2,6,-1,-1,-1,,
3,42,44,29,35,583.5,16,30,0,2,4,3,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,62.16,17,45,1,3,4,2,2,6,-1,-1,-1,-1,,
11,27,50,31,18,302.75,5,25,0,3,3,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,366.15,4,26,1,4,2,4,4,6,-1,-1,-1,-1,,
27,14,33,46,34,574.5,51,19,0,2,3,6,-1,-1,-1,-1,-1,-1,,
5,5,5,-1,-1,70.66,47,29,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
29,24,40,7,34,724.75,47,3,0,2,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,131.25,45,6,1,3,4,4,4,6,-1,-1,-1,-1,,
46,25,1,23,34,308.5,51,32,0,2,4,3,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,359.9,24,31,1,3,4,2,4,3,7,-1,-1,-1,,
8,4,3,40,2,327.9,12,51,0,2,2,-2,2,3,3,7,-1,-1,,
4,7,11,-1,-1,340,20,32,1,3,4,3,4,2,2,6,-1,-1,,
2,8,46,5,12,510.84,50,17,0,2,3,4,3,2,-2,6,-1,-1,,
5,7,9,-1,-1,133.82,27,24,1,2,-2,4,2,2,3,7,-1,-1,,
6,29,15,43,21,259.05,36,27,0,2,4,3,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,410.85,4,48,1,3,4,2,4,3,6,-1,-1,-1,,
2,25,30,12,47,385,49,37,0,2,4,3,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,280.4,3,39,1,3,4,2,4,6,-1,-1,-1,-1,,
0,36,20,49,34,592.34,46,2,0,2,3,6,-1,-1,-1,-1,-1,-1,,
5,5,5,-1,-1,51.62,4,5,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
24,33,1,19,34,365,27,40,0,2,4,2,-2,2,-2,6,-1,-1,,
4,6,9,-1,-1,299.2,43,50,1,3,4,2,3,4,3,7,-1,-1,,
15,44,5,45,12,396,0,41,0,2,2,-2,4,4,7,-1,-1,-1,,
4,7,9,-1,-1,225.5,28,30,1,3,4,3,4,4,6,-1,-1,-1,,
45,51,43,7,48,251.55,32,29,0,2,3,3,4,2,-2,6,-1,-1,,
5,7,9,-1,-1,417.35,-1,-1,1,2,-2,2,4,4,8,-1,-1,-1,,
23,7,21,47,40,273.2,42,3,0,2,2,-2,4,2,-2,6,-1,-1,,
4,7,9,-1,-1,390.5,50,29,1,3,4,3,4,4,3,7,-1,-1,,
6,44,1,30,38,383.8,40,45,0,2,2,-2,2,-2,2,-2,6,-1,,
4,7,10,-1,-1,237,5,7,1,3,4,3,4,3,4,3,6,-1,,
28,25,42,41,21,133.25,22,16,0,2,2,-2,4,4,7,-1,-1,-1,,
4,7,9,-1,-1,719.05,24,36,1,3,4,3,4,4,6,-1,-1,-1,,
37,18,47,12,27,303.85,1,15,0,2,2,-2,4,3,6,-1,-1,-1,,
4,7,9,-1,-1,364.35,30,42,1,3,4,3,4,2,6,-1,-1,-1,,
6,15,31,23,25,374.5,32,22,0,2,4,3,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,286,28,42,1,3,4,2,2,6,-1,-1,-1,-1,,
23,22,29,15,32,311.8,14,50,0,2,4,3,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,308.5,25,1,1,3,4,2,4,6,-1,-1,-1,-1,,
38,44,19,40,39,545.02,51,5,0,2,4,4,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,97.14,31,43,1,3,4,4,2,6,-1,-1,-1,-1,,
46,34,7,13,44,356,5,49,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,303.5,29,20,1,3,4,4,4,6,-1,-1,-1,-1,,
43,11,37,5,25,370,35,38,0,3,3,3,3,4,6,-1,-1,-1,,
5,7,9,-1,-1,288,47,7,1,2,-2,2,2,4,6,-1,-1,-1,,
48,8,6,28,23,532.02,51,32,0,2,3,6,-1,-1,-1,-1,-1,-1,,
5,5,5,-1,-1,109.14,34,26,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
15,50,34,31,41,709.05,4,7,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,141.25,27,21,1,3,4,4,4,6,-1,-1,-1,-1,,
50,13,15,16,4,383.5,8,12,0,2,3,3,9,-2,6,-1,-1,-1,,
5,7,11,-1,-1,272.6,42,51,1,2,-2,2,2,9,6,-1,-1,-1,,
26,7,15,27,43,712.55,13,49,0,2,3,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,137.25,38,22,1,3,2,4,4,6,-1,-1,-1,-1,,
27,9,10,46,37,722.05,50,44,0,2,2,6,-1,-1,-1,-1,-1,-1,,
7,7,7,-1,-1,127.25,13,15,1,2,9,6,-1,-1,-1,-1,-1,-1,,
29,35,20,7,14,326.5,50,11,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,291.1,18,1,1,4,4,4,4,6,-1,-1,-1,-1,,
47,27,35,32,41,607.35,21,50,0,3,4,2,-2,4,7,-1,-1,-1,,
4,6,9,-1,-1,58.35,24,5,1,4,4,4,3,4,6,-1,-1,-1,,
35,43,29,6,34,333.8,16,23,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,283.1,14,10,1,4,4,4,4,6,-1,-1,-1,-1,,
34,18,40,42,6,63.85,29,50,0,2,9,6,-1,-1,-1,-1,-1,-1,,
6,6,6,-1,-1,601.35,25,26,1,2,3,6,-1,-1,-1,-1,-1,-1,,
14,3,11,43,40,143.7,13,38,0,2,2,-2,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,520.5,7,6,1,3,4,3,4,4,6,-1,-1,-1,,
7,38,8,46,6,106.7,39,48,0,2,2,-2,2,9,-2,6,-1,-1,,
4,7,12,-1,-1,556,32,47,1,3,4,3,4,2,3,6,-1,-1,,
1,33,10,25,0,68.8,51,42,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,179.34,23,6,1,4,4,4,4,6,-1,-1,-1,-1,,
30,38,17,18,31,177.34,27,33,0,2,3,3,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,70.6,49,39,1,3,2,2,4,6,-1,-1,-1,-1,,
8,50,33,38,42,89.9,22,43,0,3,4,2,-2,4,6,-1,-1,-1,,
4,6,9,-1,-1,156.84,32,24,1,4,4,4,3,4,6,-1,-1,-1,,
20,12,34,48,32,117,41,50,0,3,3,3,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,206.84,4,40,1,4,2,2,4,6,-1,-1,-1,-1,,
12,45,33,41,7,65.1,4,19,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,256.34,0,6,1,4,4,4,4,6,-1,-1,-1,-1,,
29,34,46,28,5,72,8,43,0,2,4,3,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,88,19,35,1,3,4,2,2,6,-1,-1,-1,-1,,
35,15,9,44,36,253.54,46,40,0,2,4,2,-2,2,-2,6,-1,-1,,
4,6,9,-1,-1,66.6,32,18,1,3,4,4,3,4,3,7,-1,-1,,
8,45,20,10,47,99.1,11,6,0,2,4,2,2,-2,6,-1,-1,-1,,
4,6,12,-1,-1,56.5,15,9,1,3,4,4,2,9,6,-1,-1,-1,,
8,28,40,35,23,190,22,14,0,2,2,-2,2,-2,4,7,-1,-1,,
4,7,10,-1,-1,190,34,26,1,3,4,3,4,3,4,6,-1,-1,,
45,28,47,43,2,87.8,21,44,0,3,3,2,-2,9,-2,6,-1,-1,,
5,8,11,-1,-1,150.5,11,10,1,2,-2,2,3,4,3,6,-1,-1,,
17,18,10,42,20,43.25,13,44,0,2,2,-2,4,3,7,-1,-1,-1,,
4,7,9,-1,-1,111.35,27,15,1,3,4,3,4,2,6,-1,-1,-1,,
35,42,44,30,49,22.2,51,32,0,9,6,-1,-1,-1,-1,-1,-1,-1,,
4,4,4,-1,-1,296.54,43,47,1,3,6,-1,-1,-1,-1,-1,-1,-1,,
17,49,50,42,37,19.85,30,32,0,9,6,-1,-1,-1,-1,-1,-1,-1,,
4,4,4,-1,-1,133.35,45,16,1,3,6,-1,-1,-1,-1,-1,-1,-1,,
19,37,30,2,47,52.4,26,14,0,3,2,-2,2,-2,2,-2,6,-1,,
4,7,10,-1,-1,265.34,27,29,1,4,4,3,4,3,4,3,6,-1,,
8,39,30,38,17,152.7,33,23,0,2,3,4,2,-2,2,-2,6,-1,,
5,7,10,-1,-1,244.05,7,4,1,2,-2,4,4,3,4,3,6,-1,,
40,19,50,41,3,336.7,47,49,0,2,2,-2,2,-2,2,-2,6,-1,,
4,7,10,-1,-1,299.55,23,51,1,3,4,3,4,3,4,3,7,-1,,
13,18,47,16,48,45.5,8,42,0,3,4,2,-2,2,-2,6,-1,-1,,
4,6,9,-1,-1,270.84,25,44,1,4,4,4,3,4,3,6,-1,-1,,
42,27,22,44,36,21.5,14,10,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,293.84,41,11,1,4,4,4,4,6,-1,-1,-1,-1,,
47,24,1,46,31,362.2,42,49,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,272.55,51,9,1,3,4,4,4,6,-1,-1,-1,-1,,
37,36,31,17,34,295.64,26,51,0,2,3,6,-1,-1,-1,-1,-1,-1,,
5,5,5,-1,-1,19.5,5,46,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
25,11,13,3,1,377.5,37,0,0,2,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,253.15,51,22,1,3,4,4,4,3,7,-1,-1,-1,,
36,27,26,41,3,240.65,13,51,0,2,3,4,4,4,6,-1,-1,-1,,
5,7,9,-1,-1,388.5,50,30,1,2,-2,4,4,4,6,-1,-1,-1,,
36,44,24,33,47,218,14,39,0,2,4,3,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,156,22,42,1,3,4,2,4,6,-1,-1,-1,-1,,
18,4,32,51,37,142,2,50,0,2,4,3,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,231.5,5,49,1,3,4,2,2,6,-1,-1,-1,-1,,
1,46,15,5,35,257.4,27,47,0,2,2,-2,4,2,-2,6,-1,-1,,
4,7,9,-1,-1,369.75,3,21,1,3,4,3,4,2,3,7,-1,-1,,
3,46,16,20,9,224.7,22,2,0,2,2,-2,2,-2,2,3,6,-1,,
4,7,10,-1,-1,247.5,11,12,1,3,4,3,2,3,4,2,6,-1,,
7,32,37,1,18,188.3,35,51,0,2,2,-2,4,2,-2,6,-1,-1,,
4,7,9,-1,-1,282.74,38,22,1,3,4,3,4,4,3,6,-1,-1,,
18,8,28,49,24,402.2,40,31,0,2,3,2,-2,6,-1,-1,-1,-1,,
5,9,9,-1,-1,69,38,48,1,2,-2,2,9,6,-1,-1,-1,-1,,
39,15,16,17,23,306.14,9,50,0,2,4,3,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,155.3,21,25,1,3,4,2,4,6,-1,-1,-1,-1,,
18,49,41,21,14,166.05,5,7,0,2,2,-2,4,4,7,-1,-1,-1,,
4,7,9,-1,-1,104,50,4,1,3,4,3,4,4,6,-1,-1,-1,,
26,43,18,4,29,305.94,25,33,0,2,3,2,-2,4,3,6,-1,-1,,
5,8,10,-1,-1,153.3,15,48,1,2,-2,4,3,4,2,6,-1,-1,,
23,31,21,25,45,86.8,47,6,0,2,4,2,-2,3,6,-1,-1,-1,,
4,6,9,-1,-1,371.44,41,32,1,3,4,4,3,2,6,-1,-1,-1,,
38,27,31,16,50,201.6,18,23,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,225.55,3,21,1,4,4,4,4,6,-1,-1,-1,-1,,
45,34,8,3,44,302.05,9,14,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,204,43,23,1,3,4,4,4,6,-1,-1,-1,-1,,
44,11,49,45,48,133.4,47,16,0,2,3,2,-2,4,2,-2,6,-1,,
5,8,10,-1,-1,322.94,42,40,1,2,-2,4,3,4,4,3,7,-1,,
18,14,21,40,7,227.9,26,38,0,2,2,3,4,4,7,-1,-1,-1,,
4,8,10,-1,-1,226.94,24,25,1,3,4,2,4,4,6,-1,-1,-1,,
42,39,15,26,38,260.8,23,51,0,2,3,9,-2,6,-1,-1,-1,-1,,
5,8,8,-1,-1,320.15,49,43,1,2,-2,2,3,6,-1,-1,-1,-1,,
12,1,33,34,44,170.25,40,17,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,284.25,39,31,1,3,4,4,4,6,-1,-1,-1,-1,,
51,1,29,40,33,249.75,2,19,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,283.75,7,39,1,3,4,4,4,6,-1,-1,-1,-1,,
41,49,9,32,50,277.75,34,39,0,2,3,4,4,3,7,-1,-1,-1,,
5,7,9,-1,-1,335.25,47,35,1,2,-2,4,4,2,6,-1,-1,-1,,
47,35,46,7,3,379.25,28,41,0,2,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,232.75,49,23,1,3,4,4,4,3,6,-1,-1,-1,,
22,2,25,42,47,347.25,37,3,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,263.25,33,29,1,3,4,4,4,6,-1,-1,-1,-1,,
21,51,37,43,12,120.4,45,36,0,2,2,-2,2,-2,4,6,-1,-1,,
4,7,10,-1,-1,424.24,23,27,1,3,4,3,4,3,4,6,-1,-1,,
7,3,19,22,13,266.75,4,39,0,2,2,-2,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,342.75,38,6,1,3,4,3,4,4,6,-1,-1,-1,,
5,37,41,6,26,281.8,47,3,0,2,3,4,3,2,-2,6,-1,-1,,
5,7,9,-1,-1,323.5,19,18,1,2,-2,4,2,4,3,6,-1,-1,,
6,15,12,2,20,404.5,23,36,0,2,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,199.8,48,1,1,3,4,4,4,3,7,-1,-1,-1,,
1,18,16,14,48,423,3,2,0,2,4,3,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,180.8,21,20,1,3,4,2,4,3,7,-1,-1,-1,,
22,24,23,50,38,511.44,32,27,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,106.2,42,4,1,3,4,4,4,6,-1,-1,-1,-1,,
44,45,10,39,8,120.8,41,37,0,2,3,4,4,2,-2,6,-1,-1,,
5,7,9,-1,-1,481,23,49,1,2,-2,4,4,4,3,7,-1,-1,,
50,15,30,1,17,511.94,28,26,0,2,4,3,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,105.2,29,25,1,3,4,2,4,6,-1,-1,-1,-1,,
36,16,46,7,31,456,21,48,0,2,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,145.3,23,17,1,3,4,4,4,6,-1,-1,-1,-1,,
20,37,15,14,21,451,23,24,0,2,2,-2,4,2,-2,6,-1,-1,,
4,7,9,-1,-1,149.8,28,36,1,3,4,3,4,2,3,7,-1,-1,,
25,7,9,44,32,109.8,20,12,0,2,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,490,4,21,1,3,4,4,4,6,-1,-1,-1,-1,,
20,4,41,22,28,98.8,29,34,0,2,3,4,4,3,7,-1,-1,-1,,
5,7,9,-1,-1,500.5,21,23,1,2,-2,4,4,2,6,-1,-1,-1,,
28,47,13,7,51,56.8,10,49,0,3,4,4,3,6,-1,-1,-1,-1,,
4,6,8,-1,-1,541.5,36,22,1,4,4,4,2,6,-1,-1,-1,-1,,
12,14,10,1,13,78.25,22,24,0,2,2,-2,4,4,7,-1,-1,-1,,
4,7,9,-1,-1,536.79,11,8,1,3,4,3,4,4,6,-1,-1,-1,,
18,15,36,24,35,535.5,34,48,0,2,3,6,-1,-1,-1,-1,-1,-1,,
5,5,5,-1,-1,62.3,17,51,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
10,39,24,50,45,577.79,15,13,0,2,2,3,6,-1,-1,-1,-1,-1,,
7,7,7,-1,-1,36.25,16,49,1,2,9,-2,6,-1,-1,-1,-1,-1,,
18,24,49,46,41,85.5,19,16,0,2,4,2,-2,2,-2,6,-1,-1,,
4,6,9,-1,-1,527.54,21,48,1,3,4,4,3,4,3,7,-1,-1,,
3,50,18,40,51,114.27,38,28,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,578.45,15,30,1,4,4,4,4,6,-1,-1,-1,-1,,
23,35,30,28,36,582.95,3,40,0,2,4,2,-2,2,-2,6,-1,-1,,
4,6,9,-1,-1,109.07,32,45,1,3,4,4,3,4,3,6,-1,-1,,
15,48,5,-1,-1,558.95,-1,-1,0,2,2,8,-1,-1,-1,-1,-1,-1,,
4,-1,-1,-1,-1,132.57,24,16,1,3,4,2,6,-1,-1,-1,-1,-1,,
3,27,38,17,6,485.64,22,24,0,2,3,4,3,3,7,-1,-1,-1,,
5,7,9,-1,-1,122.3,45,46,1,2,-2,4,2,2,6,-1,-1,-1,,
38,8,32,35,27,465.45,16,43,0,3,2,-2,2,-2,4,7,-1,-1,,
4,7,10,-1,-1,223.07,23,39,1,4,4,3,4,3,4,6,-1,-1,,
38,25,40,27,5,424.5,45,37,0,2,2,-2,4,3,6,-1,-1,-1,,
4,7,9,-1,-1,202.3,35,19,1,3,4,3,4,2,6,-1,-1,-1,,
15,42,0,26,9,453.3,27,34,0,2,2,-2,4,3,6,-1,-1,-1,,
4,7,9,-1,-1,171.6,47,7,1,3,4,3,4,2,6,-1,-1,-1,,
24,45,4,17,10,559.3,40,25,0,2,2,-2,4,3,7,-1,-1,-1,,
4,7,9,-1,-1,63.6,13,46,1,3,4,3,4,2,6,-1,-1,-1,,
29,27,4,19,30,50.9,31,11,0,3,2,9,6,-1,-1,-1,-1,-1,,
4,9,9,-1,-1,569.3,28,35,1,4,2,2,6,-1,-1,-1,-1,-1,,
7,20,24,6,13,630.5,3,1,0,2,2,6,-1,-1,-1,-1,-1,-1,,
7,7,7,-1,-1,66.9,48,26,1,2,9,6,-1,-1,-1,-1,-1,-1,,
0,21,24,34,35,68.3,9,10,0,2,9,6,-1,-1,-1,-1,-1,-1,,
6,6,6,-1,-1,627.9,16,18,1,2,-2,6,-1,-1,-1,-1,-1,-1,,
9,45,35,34,25,396.1,6,16,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,696.2,4,21,1,4,4,4,4,6,-1,-1,-1,-1,,
5,28,39,4,40,415.6,12,33,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,675.5,0,3,1,4,4,4,4,6,-1,-1,-1,-1,,
4,30,22,41,13,309.9,18,5,0,3,3,2,-2,2,-2,6,-1,-1,,
4,6,9,-1,-1,777.8,32,29,1,4,2,4,3,4,3,6,-1,-1,,
18,5,33,2,3,261.9,20,4,0,3,3,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,825.3,22,19,1,4,2,4,4,3,6,-1,-1,-1,,
32,35,46,14,10,244.9,0,5,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,841.8,27,4,1,4,4,4,4,6,-1,-1,-1,-1,,
10,2,44,30,43,843.6,29,21,0,2,2,-2,2,-2,4,6,-1,-1,,
4,7,10,-1,-1,355.29,5,48,1,3,4,3,4,3,4,6,-1,-1,,
13,46,31,36,23,322.29,14,29,0,3,2,-2,2,-2,4,7,-1,-1,,
4,7,10,-1,-1,876.1,15,12,1,4,2,3,4,3,4,6,-1,-1,,
14,21,22,4,31,262.29,36,9,0,3,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,935.1,7,27,1,4,4,4,4,3,6,-1,-1,-1,,
13,36,8,46,44,258.09,16,6,0,3,3,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,938.1,19,5,1,4,2,4,4,6,-1,-1,-1,-1,,
49,39,10,37,36,968.15,24,25,0,2,3,4,4,2,-2,6,-1,-1,,
5,7,9,-1,-1,225.84,0,2,1,2,-2,4,4,4,3,7,-1,-1,,
30,21,3,48,45,199.84,41,1,0,2,2,-2,2,-2,4,7,-1,-1,,
4,7,10,-1,-1,993.65,42,31,1,3,4,3,4,3,4,6,-1,-1,,
12,13,47,44,10,500.9,34,28,0,2,2,-2,2,-2,4,7,-1,-1,,
4,7,10,-1,-1,452.6,21,23,1,3,4,3,4,3,4,6,-1,-1,,
1,7,15,50,27,475.9,38,8,0,3,4,2,-2,2,-2,6,-1,-1,,
4,6,9,-1,-1,477.1,26,2,1,4,4,4,3,4,3,7,-1,-1,,
50,31,20,25,26,467.1,45,30,0,2,3,3,4,4,6,-1,-1,-1,,
5,7,9,-1,-1,485.4,46,39,1,2,-2,2,4,4,6,-1,-1,-1,,
14,48,35,26,24,521.7,29,46,0,2,4,3,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,427.5,28,41,1,3,4,2,4,6,-1,-1,-1,-1,,
18,14,42,27,23,427.8,36,44,0,2,3,2,-2,4,2,-2,6,-1,,
5,8,10,-1,-1,519.7,41,49,1,2,-2,4,3,4,4,3,6,-1,,
44,14,0,29,41,318.3,20,34,0,2,2,-2,4,4,7,-1,-1,-1,,
4,7,9,-1,-1,628.2,11,48,1,3,4,3,4,4,6,-1,-1,-1,,
34,17,18,32,3,639.7,49,23,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,306.3,44,20,1,3,4,4,4,6,-1,-1,-1,-1,,
33,13,28,15,34,589.2,50,21,0,2,4,3,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,351.5,24,17,1,3,4,2,4,6,-1,-1,-1,-1,,
31,38,13,5,16,431.72,20,42,0,3,2,-2,4,4,7,-1,-1,-1,,
4,7,9,-1,-1,514.14,30,41,1,4,2,3,4,4,6,-1,-1,-1,,
23,11,5,12,1,450.72,18,14,0,2,2,2,9,6,-1,-1,-1,-1,,
4,11,11,-1,-1,493.64,7,6,1,3,4,2,9,6,-1,-1,-1,-1,,
38,49,7,19,20,364.22,37,31,0,2,3,3,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,878.94,39,34,1,3,2,2,4,6,-1,-1,-1,-1,,
51,40,31,47,32,932.44,10,9,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,310.22,2,14,1,3,4,4,4,6,-1,-1,-1,-1,,
9,1,34,5,13,316.5,25,29,0,2,2,-2,2,-2,3,6,-1,-1,,
4,7,10,-1,-1,349.1,47,3,1,3,4,3,4,3,2,6,-1,-1,,
28,31,48,9,11,109,25,24,0,2,2,9,6,-1,-1,-1,-1,-1,,
8,8,8,-1,-1,589.99,32,35,1,2,2,-2,6,-1,-1,-1,-1,-1,,
26,38,29,17,14,149.1,31,12,0,2,3,9,-2,6,-1,-1,-1,-1,,
5,8,8,-1,-1,516,51,50,1,2,-2,2,3,6,-1,-1,-1,-1,,
2,46,44,12,45,131.6,37,17,0,3,3,4,2,-2,4,7,-1,-1,,
5,7,10,-1,-1,251.4,36,40,1,2,-2,4,2,3,4,6,-1,-1,,
13,34,27,23,50,366.9,14,9,0,3,3,3,3,2,-2,6,-1,-1,,
5,7,9,-1,-1,297.7,39,35,1,2,-2,2,2,4,3,6,-1,-1,,
25,32,50,1,40,233.5,46,11,0,2,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,218.37,24,20,1,3,4,4,4,6,-1,-1,-1,-1,,
26,38,39,34,35,1087.04,15,44,0,2,4,2,-2,4,7,-1,-1,-1,,
4,6,9,-1,-1,460,50,32,1,3,4,4,3,4,6,-1,-1,-1,,
2,48,10,34,-1,259.4,12,18,0,2,2,-2,2,-2,6,-1,-1,-1,,
4,7,-1,-1,-1,121.1,-1,-1,1,3,4,3,4,8,-1,-1,-1,-1,,
6,48,45,51,39,1065.04,46,37,0,2,2,-2,2,-2,4,6,-1,-1,,
4,7,10,-1,-1,481,5,17,1,3,4,3,4,3,4,6,-1,-1,,
30,39,12,23,7,161.5,43,45,0,2,9,6,-1,-1,-1,-1,-1,-1,,
6,6,6,-1,-1,694.99,44,46,1,2,3,6,-1,-1,-1,-1,-1,-1,,
3,11,31,28,23,427,43,21,0,2,2,-2,4,3,6,-1,-1,-1,,
4,7,9,-1,-1,1118.54,16,24,1,3,4,3,4,2,6,-1,-1,-1,,
17,19,44,40,31,216.87,11,46,0,2,2,-2,4,3,7,-1,-1,-1,,
4,7,9,-1,-1,234,43,45,1,3,4,3,4,2,6,-1,-1,-1,,
42,23,46,7,17,855.99,24,40,0,2,4,3,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,400,37,41,1,3,4,2,2,6,-1,-1,-1,-1,,
22,48,43,16,38,466.5,27,42,0,2,4,4,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,1078.34,32,45,1,3,4,4,2,6,-1,-1,-1,-1,,
1,5,10,30,11,141.1,29,35,0,3,3,4,2,-2,2,-2,6,-1,,
5,7,10,-1,-1,237.7,32,48,1,2,-2,4,4,3,4,3,7,-1,,
23,26,5,15,41,813.99,46,18,0,2,2,-2,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,441.5,29,33,1,3,4,3,4,4,6,-1,-1,-1,,
28,16,27,22,29,447.5,50,20,0,2,3,3,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,1096.84,32,25,1,3,2,2,2,6,-1,-1,-1,-1,,
5,44,41,35,18,254.5,40,38,0,2,3,3,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,194.87,19,31,1,3,2,2,4,6,-1,-1,-1,-1,,
40,2,23,39,28,273,8,43,0,2,4,2,-2,2,-2,6,-1,-1,,
4,6,9,-1,-1,175.87,42,25,1,3,4,2,3,4,3,6,-1,-1,,
22,5,11,18,9,200.7,17,48,0,2,2,-2,4,3,6,-1,-1,-1,,
4,7,9,-1,-1,177.2,32,49,1,3,4,3,4,2,6,-1,-1,-1,,
30,50,5,51,8,363.5,23,22,0,2,4,4,3,6,-1,-1,-1,-1,,
4,6,8,-1,-1,1295.64,10,1,1,3,4,4,2,6,-1,-1,-1,-1,,
10,41,12,5,36,387.5,7,19,0,2,3,4,4,4,7,-1,-1,-1,,
5,7,9,-1,-1,865.99,30,14,1,2,-2,4,4,4,6,-1,-1,-1,,
19,28,22,1,10,372,49,45,0,2,2,4,3,4,6,-1,-1,-1,,
6,8,10,-1,-1,1286.14,39,50,1,2,3,4,2,4,6,-1,-1,-1,,
28,34,33,1,24,887.49,40,45,0,2,3,4,4,4,6,-1,-1,-1,,
5,7,9,-1,-1,365.5,42,46,1,2,-2,4,4,4,6,-1,-1,-1,,
8,12,23,46,20,235.7,39,26,0,2,2,-2,2,-2,4,7,-1,-1,,
