Flop0,Flop1,Flop2,Turn,River,Chips,Hands0,Hands1,Action0,Action1,Action2,Action3,Action4,Action5,Action6,Action7,Action8,Action9
49,44,13,45,19,670.7,5,14,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,536.5,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,44,8,20,49,400,16,19,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,1358.5,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
37,4,30,10,44,732.75,49,38,0,2,2,-2,2,-2,4,6,-1,-1
4,7,10,-1,-1,622.75,39,43,1,3,4,3,4,3,4,6,-1,-1
13,39,33,8,23,477,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,1280.5,12,19,1,3,4,4,4,6,-1,-1,-1,-1
48,20,14,26,30,797.75,-1,-1,0,2,3,4,4,4,7,-1,-1,-1
5,7,9,-1,-1,555.75,45,13,1,2,-2,4,4,4,6,-1,-1,-1
32,20,30,36,6,572.7,-1,-1,0,2,3,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,630.5,49,37,1,3,2,4,4,6,-1,-1,-1,-1
12,1,33,48,23,528.7,9,17,1,3,4,2,3,4,6,-1,-1,-1
4,6,9,-1,-1,674,42,49,0,2,4,2,-2,4,6,-1,-1,-1
28,21,6,10,16,420.2,51,41,1,2,-2,4,4,4,6,-1,-1,-1
5,7,9,-1,-1,781.5,-1,-1,0,2,3,4,4,4,7,-1,-1,-1
7,44,50,9,32,948.75,48,3,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,412.5,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
11,7,31,37,18,963.25,42,51,1,2,-2,4,2,3,6,-1,-1,-1
5,10,10,-1,-1,402,38,47,0,2,3,2,9,-2,6,-1,-1,-1
37,40,48,18,1,539.25,28,42,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,825,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
48,25,38,20,36,516.7,44,12,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,683,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
1,2,32,16,10,399.5,41,46,1,3,4,3,4,2,9,6,-1,-1
4,7,11,-1,-1,514,0,28,0,2,2,-2,2,3,3,6,-1,-1
17,15,12,32,29,576.2,26,27,1,3,4,2,3,4,6,-1,-1,-1
4,6,9,-1,-1,623,-1,-1,0,2,4,2,-2,4,7,-1,-1,-1
37,47,29,12,50,631.7,45,36,1,3,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,566.5,-1,-1,0,2,4,3,3,7,-1,-1,-1,-1
31,32,7,35,6,346,51,8,1,3,4,4,3,4,6,-1,-1,-1
4,6,9,-1,-1,966.5,39,50,0,2,4,2,-2,4,6,-1,-1,-1
4,20,19,7,29,695.2,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1
4,6,8,-1,-1,502.5,49,17,1,3,4,2,4,6,-1,-1,-1,-1
9,35,16,25,40,400,-1,-1,0,2,3,3,3,9,7,-1,-1,-1
5,7,9,-1,-1,966.25,11,8,1,2,-2,2,2,9,6,-1,-1,-1
20,36,26,46,37,694.2,2,11,1,3,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,502,17,23,0,2,4,4,3,6,-1,-1,-1,-1
12,44,26,1,50,422,46,2,1,3,4,3,2,3,4,9,6,-1
4,7,10,-1,-1,1343.75,22,29,0,2,2,-2,2,-2,9,-2,6,-1
44,34,25,28,50,565.7,-1,-1,0,2,3,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,628.5,29,39,1,3,2,4,4,6,-1,-1,-1,-1
17,50,4,14,20,869,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,895.75,49,35,1,3,4,3,4,4,6,-1,-1,-1
48,35,6,10,24,837,51,21,0,2,2,-2,4,2,-2,6,-1,-1
4,7,9,-1,-1,927.25,-1,-1,1,3,4,3,4,4,3,7,-1,-1
15,49,7,9,45,596.7,41,26,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,596,34,35,0,2,4,4,4,6,-1,-1,-1,-1
39,23,22,25,36,647.7,15,47,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,543.5,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
9,34,19,26,2,693.2,35,21,0,2,3,2,-2,4,4,6,-1,-1
5,8,10,-1,-1,497.5,42,49,1,2,-2,4,3,4,4,6,-1,-1
13,40,32,21,10,838,20,27,1,3,4,4,3,4,6,-1,-1,-1
4,6,9,-1,-1,922.75,18,34,0,2,4,2,-2,4,6,-1,-1,-1
11,47,50,18,51,808,22,27,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,952.25,26,25,0,2,4,4,4,6,-1,-1,-1,-1
47,30,39,35,28,863.7,34,32,1,3,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,396,-1,-1,0,2,4,3,3,7,-1,-1,-1,-1
5,18,42,34,31,957.2,1,50,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,302,0,4,0,2,2,-2,4,4,6,-1,-1,-1
36,11,8,22,14,917.2,39,48,0,2,2,-2,2,-2,4,6,-1,-1
4,7,10,-1,-1,400,37,40,1,3,4,3,4,3,4,6,-1,-1
25,2,49,14,27,714,48,28,0,2,2,3,3,4,6,-1,-1,-1
4,8,10,-1,-1,1043.75,45,37,1,3,4,2,2,4,6,-1,-1,-1
12,43,2,3,42,994.2,21,23,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,371.5,33,1,0,2,2,-2,2,-2,4,6,-1,-1
43,42,44,29,38,882.2,13,27,0,2,3,2,-2,4,2,-2,6,-1
5,8,10,-1,-1,483,28,30,1,2,-2,4,3,4,4,3,6,-1
20,7,41,39,16,906,30,22,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,850.75,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
29,51,16,0,45,688.5,49,32,1,2,-2,6,-1,-1,-1,-1,-1,-1
5,5,5,-1,-1,85.1,-1,-1,0,2,9,7,-1,-1,-1,-1,-1,-1
20,13,4,46,51,396,-1,-1,0,3,3,3,4,7,-1,-1,-1,-1
4,6,8,-1,-1,822.75,10,47,1,4,2,2,4,6,-1,-1,-1,-1
44,18,25,32,26,322,34,42,1,3,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,895.75,14,45,0,2,4,3,3,6,-1,-1,-1,-1
0,38,36,25,2,189.5,37,4,0,3,3,2,-2,2,-2,6,-1,-1
4,6,9,-1,-1,1026.35,-1,-1,1,4,2,4,3,4,3,7,-1,-1
18,33,13,47,20,281,25,41,1,3,4,3,2,4,6,-1,-1,-1
4,7,9,-1,-1,934.35,32,36,0,2,2,-2,3,4,6,-1,-1,-1
13,15,14,37,26,185,9,5,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,1029.85,46,2,0,2,2,-2,4,4,6,-1,-1,-1
29,49,11,44,33,777.6,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,429.5,6,50,1,3,4,3,4,4,6,-1,-1,-1
6,48,17,43,16,932.2,18,23,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,427,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
15,10,29,0,17,1035.7,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,400,32,30,1,3,4,3,4,4,6,-1,-1,-1
39,19,37,31,40,999.7,11,47,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,435.5,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
40,3,21,29,6,181,7,4,0,2,2,-2,4,2,-2,6,-1,-1
4,7,9,-1,-1,1028.95,-1,-1,1,3,4,3,4,4,3,7,-1,-1
7,43,22,16,4,139,-1,-1,1,3,4,4,4,3,7,-1,-1,-1
4,6,8,-1,-1,393.6,6,47,0,2,4,4,2,-2,6,-1,-1,-1
2,29,38,31,28,258.1,25,14,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,950.95,50,44,0,2,4,4,4,6,-1,-1,-1,-1
38,10,15,28,18,984.2,31,49,1,2,-2,4,2,2,6,-1,-1,-1
5,7,9,-1,-1,457,17,9,0,2,3,4,3,3,6,-1,-1,-1
14,49,1,7,34,814.1,37,25,1,3,4,2,2,6,-1,-1,-1,-1
4,10,10,-1,-1,400,3,48,0,2,2,2,9,6,-1,-1,-1,-1
41,46,19,48,17,349.1,23,43,1,3,4,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,858.45,40,30,0,2,4,3,4,6,-1,-1,-1,-1
27,3,41,33,42,962.2,49,9,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,476.5,10,34,0,2,2,-2,4,4,6,-1,-1,-1
49,11,13,33,10,153.2,4,48,1,3,4,3,2,4,6,-1,-1,-1
4,7,9,-1,-1,374.2,-1,-1,0,2,2,-2,3,4,7,-1,-1,-1
45,14,31,48,35,349.85,17,30,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,854.7,5,47,0,2,2,-2,4,4,6,-1,-1,-1
20,46,5,22,7,235,37,36,1,2,-2,2,9,6,-1,-1,-1,-1
5,8,8,-1,-1,265.95,-1,-1,0,2,3,9,-2,7,-1,-1,-1,-1
32,29,6,44,33,952.7,16,13,0,2,4,2,-2,2,-2,6,-1,-1
4,6,9,-1,-1,483.5,37,28,1,3,4,4,3,4,3,6,-1,-1
24,0,10,22,17,410.85,27,30,1,3,2,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,792.2,-1,-1,0,2,3,3,4,7,-1,-1,-1,-1
36,25,13,2,43,486,38,37,0,2,2,-2,2,-2,2,9,6,-1
4,7,10,-1,-1,801.5,24,32,1,3,4,3,4,3,4,9,6,-1
45,42,21,1,19,488.35,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1
4,6,8,-1,-1,714.2,23,27,1,3,4,2,4,6,-1,-1,-1,-1
25,31,9,4,28,464.35,26,37,0,2,3,3,2,-2,6,-1,-1,-1
4,6,8,-1,-1,737.7,-1,-1,1,3,2,2,4,3,7,-1,-1,-1
8,5,30,46,9,971.5,42,41,1,3,4,2,2,2,6,-1,-1,-1
4,8,10,-1,-1,400,-1,-1,0,2,2,3,3,9,7,-1,-1,-1
4,22,48,30,12,858.2,3,49,0,2,2,3,4,4,6,-1,-1,-1
4,8,10,-1,-1,576.5,28,41,1,3,4,2,4,4,6,-1,-1,-1
1,51,16,48,7,124.2,19,50,1,4,4,2,4,2,9,6,-1,-1
4,6,8,-1,-1,400.4,49,4,0,3,4,3,2,9,-2,6,-1,-1
49,45,41,30,34,933.7,44,27,1,3,4,4,3,4,6,-1,-1,-1
4,6,9,-1,-1,500.5,9,50,0,2,4,2,-2,4,6,-1,-1,-1
11,9,50,6,10,917.7,-1,-1,1,3,4,2,2,3,7,-1,-1,-1
4,6,8,-1,-1,516,48,22,0,2,4,3,2,-2,6,-1,-1,-1
28,45,47,3,12,821.7,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1
4,6,8,-1,-1,611.5,5,13,1,3,4,2,4,6,-1,-1,-1,-1
17,16,32,39,3,185.4,44,50,0,2,2,-2,4,3,6,-1,-1,-1
4,7,9,-1,-1,336.7,40,27,1,3,4,3,4,2,6,-1,-1,-1
6,41,38,29,5,811.7,37,9,0,2,3,3,4,3,6,-1,-1,-1
5,7,9,-1,-1,621,51,48,1,2,-2,2,4,2,6,-1,-1,-1
48,36,8,49,34,434.85,21,39,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,762.2,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
43,13,41,0,44,447.85,39,37,1,2,-2,4,2,4,6,-1,-1,-1
5,7,9,-1,-1,747.2,-1,-1,0,2,3,4,3,4,7,-1,-1,-1
7,13,18,28,11,1200.2,51,34,1,3,4,4,4,3,6,-1,-1,-1
4,6,8,-1,-1,378,42,20,0,2,4,4,2,-2,6,-1,-1,-1
12,16,41,19,37,142.4,24,14,1,4,4,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,375.9,-1,-1,0,3,4,3,4,7,-1,-1,-1,-1
50,48,10,40,28,499.35,35,49,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,695.2,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
19,26,23,33,30,1180.2,50,43,0,2,4,4,2,-2,6,-1,-1,-1
4,6,8,-1,-1,397.5,13,14,1,3,4,4,4,3,6,-1,-1,-1
1,34,37,29,11,458.85,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
4,7,10,-1,-1,734.3,47,33,1,3,4,3,4,3,4,6,-1,-1
47,46,14,30,2,1223.45,50,33,1,3,4,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,413.5,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1
6,4,31,46,40,1167,-1,-1,0,2,3,3,4,7,-1,-1,-1,-1
4,6,8,-1,-1,599.5,43,33,1,3,2,2,4,6,-1,-1,-1,-1
7,23,39,50,9,1258.95,49,41,0,2,3,4,3,3,6,-1,-1,-1
5,7,9,-1,-1,377.5,48,46,1,2,-2,4,2,2,6,-1,-1,-1
2,27,41,16,0,1093,12,19,0,2,2,-2,4,4,6,-1,-1,-1
4,7,9,-1,-1,673,49,39,1,3,4,3,4,4,6,-1,-1,-1
28,49,42,14,24,109.4,47,0,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,405,7,4,0,3,4,4,4,6,-1,-1,-1,-1
34,36,31,46,43,895.95,-1,-1,1,3,4,4,4,3,7,-1,-1,-1
4,6,8,-1,-1,739.5,25,51,0,2,4,4,2,-2,6,-1,-1,-1
40,27,32,34,15,98.9,9,49,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,413.6,51,23,0,2,4,4,4,6,-1,-1,-1,-1
13,10,7,37,5,461.35,47,28,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,728.8,27,29,1,3,4,4,4,6,-1,-1,-1,-1
42,9,7,48,5,761.45,0,46,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,872.5,12,11,0,2,4,4,4,6,-1,-1,-1,-1
27,17,32,46,13,113.25,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,396.85,15,40,1,4,4,4,4,6,-1,-1,-1,-1
21,7,48,25,44,97.25,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,411.95,47,23,1,4,4,4,4,6,-1,-1,-1,-1
8,41,40,15,45,442.35,51,18,1,3,2,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,745.5,35,49,0,2,3,4,4,6,-1,-1,-1,-1
14,48,38,12,4,85.25,5,37,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,423.15,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
21,13,26,47,42,714.95,-1,-1,0,2,3,3,4,7,-1,-1,-1,-1
4,6,8,-1,-1,917,44,29,1,3,2,2,4,6,-1,-1,-1,-1
15,37,23,25,12,654.95,28,35,0,2,3,3,2,-2,4,6,-1,-1
5,7,10,-1,-1,976.5,47,43,1,2,-2,2,4,3,4,6,-1,-1
23,49,21,35,36,76.75,40,20,1,4,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,430.65,-1,-1,0,3,4,3,3,7,-1,-1,-1,-1
36,17,49,9,51,886.45,33,47,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,744.5,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
24,39,28,23,6,791.95,2,19,1,3,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,838,21,26,0,2,4,4,3,6,-1,-1,-1,-1
47,25,26,20,10,402,35,34,0,2,3,3,9,-2,6,-1,-1,-1
5,7,10,-1,-1,277.6,48,32,1,2,-2,2,4,9,6,-1,-1,-1
10,40,42,2,51,95.35,15,13,1,4,4,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,409.75,1,50,0,3,4,3,4,6,-1,-1,-1,-1
19,22,7,18,11,80.85,-1,-1,1,3,4,4,3,4,3,7,-1,-1
4,6,9,-1,-1,423.25,6,13,0,2,4,2,-2,2,-2,6,-1,-1
46,8,24,50,5,719.45,-1,-1,1,3,4,4,3,4,3,7,-1,-1
4,6,9,-1,-1,908.5,17,49,0,2,4,2,-2,2,-2,6,-1,-1
28,6,18,19,8,40.85,7,35,1,4,4,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,462.75,-1,-1,0,3,4,3,4,7,-1,-1,-1,-1
19,33,42,48,25,583.45,12,27,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,1043.5,20,21,1,3,4,4,4,6,-1,-1,-1,-1
18,5,40,19,47,671.1,20,15,0,3,3,3,2,-2,6,-1,-1,-1
4,6,8,-1,-1,401.5,10,4,1,4,2,2,4,3,6,-1,-1,-1
19,3,33,37,1,598.95,41,22,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,1027.5,50,21,0,2,4,4,4,6,-1,-1,-1,-1
21,23,44,46,26,622.1,47,32,1,3,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,450,-1,-1,0,2,4,3,3,7,-1,-1,-1,-1
15,43,26,4,13,634.45,11,27,1,3,4,2,2,3,6,-1,-1,-1
4,6,8,-1,-1,991,18,14,0,2,4,3,2,-2,6,-1,-1,-1
12,20,26,19,39,537.95,50,43,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,1086.5,22,27,0,2,2,-2,4,4,6,-1,-1,-1
21,49,38,37,44,1235.5,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1
4,6,8,-1,-1,524,51,32,1,3,4,4,2,6,-1,-1,-1,-1
32,5,7,9,1,1219,47,33,0,2,2,-2,2,3,4,6,-1,-1
4,7,11,-1,-1,539.5,48,0,1,3,4,3,4,2,4,6,-1,-1
13,33,46,45,20,859.95,28,41,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,761.5,39,49,0,2,2,-2,4,4,6,-1,-1,-1
18,22,20,46,17,1406.5,48,36,1,2,9,-2,6,-1,-1,-1,-1,-1
7,7,7,-1,-1,400,41,40,0,2,2,9,6,-1,-1,-1,-1,-1
13,9,18,36,1,785.95,24,4,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,834.5,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
36,6,47,18,45,761.1,-1,-1,1,3,4,4,3,4,3,7,-1,-1
4,6,9,-1,-1,456.6,26,39,0,2,4,2,-2,2,-2,6,-1,-1
8,47,3,49,46,593.45,29,45,1,3,4,2,2,4,6,-1,-1,-1
4,8,10,-1,-1,1024.5,-1,-1,0,2,2,3,3,4,7,-1,-1,-1
13,25,27,1,38,692.95,43,14,1,3,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,924.5,34,33,0,2,4,3,3,6,-1,-1,-1,-1
27,5,19,51,4,686.45,41,39,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,930,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
16,37,3,14,23,644.1,30,47,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,572.1,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
25,45,5,23,16,304,20,26,0,2,4,3,2,-2,6,-1,-1,-1
4,6,8,-1,-1,496.6,-1,-1,1,3,4,2,4,3,7,-1,-1,-1
45,46,37,7,18,617.7,-1,-1,1,2,3,4,4,4,3,7,-1,-1
6,8,10,-1,-1,597.6,50,51,0,2,2,4,4,2,-2,6,-1,-1
3,1,20,29,44,267.1,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,531.1,13,50,1,4,4,4,4,6,-1,-1,-1,-1
22,24,49,13,28,247.6,30,19,0,3,3,4,3,6,-1,-1,-1,-1
4,6,8,-1,-1,742.6,35,40,1,4,2,4,2,6,-1,-1,-1,-1
38,5,2,30,41,270.7,42,24,0,3,4,2,-2,3,6,-1,-1,-1
4,6,9,-1,-1,718.6,50,20,1,4,4,4,3,2,6,-1,-1,-1
40,21,9,15,43,309.8,48,44,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,678.2,33,7,1,4,4,4,4,6,-1,-1,-1,-1
13,30,44,27,16,319,51,6,1,4,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,668.2,12,18,0,3,4,4,3,6,-1,-1,-1,-1
40,3,2,28,18,411.5,31,25,0,2,4,2,-2,2,-2,6,-1,-1
4,6,9,-1,-1,400,-1,-1,1,3,4,4,3,4,3,7,-1,-1
29,12,18,0,16,304.6,10,1,0,3,4,3,4,6,-1,-1,-1,-1
4,6,8,-1,-1,681.3,49,26,1,4,4,2,4,6,-1,-1,-1,-1
31,21,2,19,11,90,-1,-1,1,3,4,4,4,3,7,-1,-1,-1
4,6,8,-1,-1,342.5,51,17,0,2,4,4,2,-2,6,-1,-1,-1
7,0,4,28,17,81.5,30,16,0,3,4,3,2,-2,6,-1,-1,-1
4,6,8,-1,-1,349.6,6,12,1,4,4,2,4,3,6,-1,-1,-1
24,29,13,21,49,216,19,27,1,3,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,639,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1
42,37,1,13,28,200,9,33,1,3,4,3,4,2,9,6,-1,-1
4,7,12,-1,-1,400,5,49,0,2,2,-2,2,2,-2,6,-1,-1
41,10,4,39,8,231.5,38,47,0,2,3,4,4,3,6,-1,-1,-1
5,7,9,-1,-1,623,30,29,1,2,-2,4,4,2,6,-1,-1,-1
10,47,12,22,8,346,42,46,1,3,4,2,4,3,6,-1,-1,-1
4,6,8,-1,-1,506.5,11,49,0,2,4,3,2,-2,6,-1,-1,-1
38,6,1,5,33,368.4,51,13,1,3,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,408,19,49,0,2,4,4,3,6,-1,-1,-1,-1
2,37,11,0,28,364.15,48,1,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,411.75,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
44,36,10,34,40,343.5,48,27,1,3,4,3,4,4,3,6,-1,-1
4,7,9,-1,-1,508,37,50,0,2,2,-2,4,2,-2,6,-1,-1
34,26,39,36,11,398.25,50,13,1,3,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,451.75,49,17,0,2,4,3,3,6,-1,-1,-1,-1
22,4,9,0,50,467.5,8,32,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,400,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
50,48,12,5,30,495,36,39,1,2,-2,4,4,4,3,6,-1,-1
5,7,9,-1,-1,400,37,21,0,2,3,4,4,2,-2,6,-1,-1
27,8,24,25,10,761,39,15,0,2,3,4,2,-2,4,6,-1,-1
5,7,10,-1,-1,419.5,51,43,1,2,-2,4,4,3,4,6,-1,-1
13,19,26,35,0,758.75,12,29,1,3,4,2,2,4,6,-1,-1,-1
4,8,10,-1,-1,420.75,-1,-1,0,2,2,3,3,4,7,-1,-1,-1
40,50,9,39,21,926.75,49,37,1,3,4,2,2,2,6,-1,-1,-1
4,8,10,-1,-1,400,-1,-1,0,2,2,3,3,3,7,-1,-1,-1
47,21,45,2,9,1124.25,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,409.5,35,50,1,3,4,4,4,6,-1,-1,-1,-1
50,40,4,2,23,1254.75,17,28,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,437,45,21,0,2,4,4,4,6,-1,-1,-1,-1
1,28,16,42,9,1268.25,19,43,1,3,4,3,4,2,2,6,-1,-1
4,7,11,-1,-1,422,-1,-1,0,2,2,-2,2,3,3,7,-1,-1
38,6,44,34,20,1640.75,46,33,0,2,2,3,2,-2,6,-1,-1,-1
4,8,11,-1,-1,411.5,45,39,1,3,4,2,2,9,6,-1,-1,-1
19,22,31,29,11,366,30,6,1,3,4,2,3,4,3,9,6,-1
4,9,12,-1,-1,658,17,16,0,2,2,2,-2,2,-2,3,6,-1
48,43,6,34,36,467.5,45,2,0,2,4,4,2,-2,6,-1,-1,-1
4,6,8,-1,-1,955.5,-1,-1,1,3,4,4,4,3,7,-1,-1,-1
41,30,11,27,24,538.5,5,8,0,2,2,-2,4,4,6,-1,-1,-1
4,7,9,-1,-1,883.5,49,37,1,3,4,3,4,4,6,-1,-1,-1
45,43,41,30,21,574,5,46,1,3,4,4,3,4,3,6,-1,-1
4,6,9,-1,-1,847.5,28,31,0,2,4,2,-2,2,-2,6,-1,-1
38,14,43,48,51,553.5,12,7,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,867,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
17,45,23,49,8,581,24,10,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,839,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
3,43,46,1,28,570.5,32,47,0,2,2,-2,2,-2,4,6,-1,-1
4,7,10,-1,-1,848.5,34,44,1,3,4,3,4,3,4,6,-1,-1
41,8,5,37,28,64.7,38,10,1,9,-2,6,-1,-1,-1,-1,-1,-1
5,5,5,-1,-1,350.5,-1,-1,0,2,3,7,-1,-1,-1,-1,-1,-1
13,10,7,5,42,741,51,34,0,2,3,3,4,4,6,-1,-1,-1
5,7,9,-1,-1,465.5,2,28,1,2,-2,2,4,4,6,-1,-1,-1
31,35,50,12,37,814.5,7,19,0,2,3,4,2,-2,6,-1,-1,-1
4,6,8,-1,-1,410,51,30,1,3,2,4,4,3,6,-1,-1,-1
18,25,20,4,26,445,51,22,0,2,3,3,4,3,6,-1,-1,-1
5,7,9,-1,-1,208,43,34,1,2,-2,2,4,2,6,-1,-1,-1
6,28,26,33,0,470.5,17,31,0,2,2,9,-2,6,-1,-1,-1,-1
4,9,9,-1,-1,181,50,10,1,3,4,2,9,6,-1,-1,-1,-1
33,44,49,38,3,605,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,295,29,35,1,3,4,3,4,4,6,-1,-1,-1
34,27,13,25,30,162.65,26,49,1,3,2,3,4,3,4,6,-1,-1
4,7,10,-1,-1,425.5,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
12,22,6,5,31,575,27,25,1,2,-2,2,2,3,6,-1,-1,-1
5,7,10,-1,-1,324.5,7,43,0,2,3,3,9,-2,6,-1,-1,-1
3,18,14,8,48,238.15,41,5,0,3,4,2,-2,2,-2,6,-1,-1
4,6,9,-1,-1,400,-1,-1,1,4,4,4,3,4,3,7,-1,-1
44,1,47,35,2,427,-1,-1,0,2,2,-2,2,-2,2,3,7,-1
4,7,10,-1,-1,679.5,45,23,1,3,4,3,4,3,4,2,6,-1
29,21,13,46,5,241.25,23,40,0,2,4,2,-2,4,6,-1,-1,-1
7,9,12,-1,-1,414,4,51,1,3,4,4,3,4,6,-1,-1,-1
31,16,19,49,12,444.5,50,43,0,2,2,-2,2,-2,2,-2,6,-1
4,7,10,-1,-1,887,-1,-1,1,3,4,3,4,3,4,3,7,-1
2,6,34,27,32,620,26,33,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,711,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
21,48,32,10,1,653.5,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
4,7,10,-1,-1,677,33,44,1,3,4,3,4,3,4,6,-1,-1
7,20,27,26,4,537,38,50,1,2,-2,4,4,4,6,-1,-1,-1
