Flop0,Flop1,Flop2,Turn,River,Chips,Hands0,Hands1,Action0,Action1,Action2,Action3,Action4,Action5,Action6,Action7,Action8,Action9
33,35,49,45,30,571,50,5,0,2,3,3,3,3,6,-1,-1,-1
5,7,9,-1,-1,557,47,38,1,2,-2,2,2,2,6,-1,-1,-1
20,4,29,24,40,848.6,23,18,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,80.65,22,15,0,3,4,4,4,6,-1,-1,-1,-1
28,13,21,50,4,609.5,37,17,1,3,4,2,2,4,6,-1,-1,-1
4,8,10,-1,-1,516.5,11,31,0,2,2,3,3,4,6,-1,-1,-1
13,22,37,1,35,84.45,51,8,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,542,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
22,4,45,20,51,875.4,17,38,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,52.45,37,0,0,3,4,4,4,6,-1,-1,-1,-1
46,33,0,28,12,79.55,16,26,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,546,7,17,1,4,4,4,4,6,-1,-1,-1,-1
33,49,38,2,5,455.5,32,29,1,3,4,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,667.5,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1
4,21,22,0,50,91.15,45,51,0,2,9,6,-1,-1,-1,-1,-1,-1
5,5,5,-1,-1,534,33,48,1,9,-2,6,-1,-1,-1,-1,-1,-1
22,9,33,29,21,489,3,23,1,3,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,633.5,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1
17,47,18,19,4,506.5,31,35,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,615.5,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
14,41,18,20,15,73.5,34,8,1,9,-2,6,-1,-1,-1,-1,-1,-1
5,5,5,-1,-1,413.5,11,50,0,2,3,6,-1,-1,-1,-1,-1,-1
35,25,30,18,50,570.1,-1,-1,0,2,3,7,-1,-1,-1,-1,-1,-1
5,5,5,-1,-1,84,23,7,1,9,-2,6,-1,-1,-1,-1,-1,-1
4,19,29,23,0,421.35,1,6,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,530,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
46,1,15,20,35,486.1,50,9,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,167.5,42,33,0,2,2,-2,4,4,6,-1,-1,-1
16,8,29,24,19,476.85,-1,-1,0,2,3,4,2,-2,4,7,-1,-1
5,7,10,-1,-1,474,44,50,1,2,-2,4,4,3,4,6,-1,-1
9,3,40,10,43,392.85,14,2,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,557.5,44,37,0,2,4,4,4,6,-1,-1,-1,-1
30,9,31,29,15,249,5,8,0,2,3,3,2,-2,6,-1,-1,-1
4,6,8,-1,-1,514.9,21,22,1,3,2,2,4,3,6,-1,-1,-1
8,49,21,27,25,418.35,40,17,1,3,4,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,531,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1
46,33,40,10,23,453.35,18,49,1,2,3,4,4,4,6,-1,-1,-1
6,8,10,-1,-1,495,39,37,0,2,2,4,4,4,6,-1,-1,-1
18,13,4,29,20,321.35,-1,-1,0,2,2,3,9,-2,7,-1,-1,-1
4,8,11,-1,-1,626.5,19,16,1,3,4,2,2,3,6,-1,-1,-1
51,19,24,1,33,144.4,4,16,1,3,2,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,445.2,46,26,0,2,3,4,4,6,-1,-1,-1,-1
26,4,34,3,5,93.5,44,40,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,666.9,42,36,1,3,4,4,4,6,-1,-1,-1,-1
50,43,14,39,29,404,-1,-1,1,2,-2,4,4,3,4,3,7,-1
5,7,10,-1,-1,1588,51,22,0,2,3,4,2,-2,2,-2,6,-1
33,29,23,21,26,295,17,20,1,3,4,4,2,4,6,-1,-1,-1
4,6,10,-1,-1,1051.35,-1,-1,0,2,4,2,3,4,7,-1,-1,-1
7,32,35,0,38,447,9,50,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,1685.1,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
32,1,10,0,33,417.5,2,38,1,3,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,927.35,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1
2,10,20,19,15,476.5,-1,-1,1,3,4,3,4,3,4,3,7,-1
4,7,10,-1,-1,867.35,27,22,0,2,2,-2,2,-2,2,-2,6,-1
3,32,44,7,34,429.5,-1,-1,0,2,4,2,-2,3,7,-1,-1,-1
4,6,9,-1,-1,370,17,46,1,3,4,2,3,2,6,-1,-1,-1
37,46,34,22,15,408,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
4,7,9,-1,-1,491,45,21,1,3,4,3,4,2,6,-1,-1,-1
16,34,23,44,38,474.5,-1,-1,1,3,4,2,4,3,7,-1,-1,-1
4,6,8,-1,-1,866.35,45,40,0,2,4,3,2,-2,6,-1,-1,-1
14,33,43,50,23,420.5,49,9,0,2,2,-2,2,-2,4,6,-1,-1
4,7,10,-1,-1,531.5,37,25,1,3,4,3,2,3,4,6,-1,-1
33,9,17,47,45,469.5,-1,-1,0,2,3,4,3,4,7,-1,-1,-1
5,7,9,-1,-1,868.85,50,37,1,2,-2,4,2,4,6,-1,-1,-1
4,13,1,35,30,185.35,-1,-1,0,2,4,3,3,7,-1,-1,-1,-1
4,6,8,-1,-1,400,8,49,1,3,4,2,2,6,-1,-1,-1,-1
27,17,46,8,1,649.5,24,22,0,2,4,3,3,6,-1,-1,-1,-1
4,6,8,-1,-1,301.5,50,19,1,3,4,2,2,6,-1,-1,-1,-1
44,36,31,8,4,452,33,22,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,883.85,20,42,0,2,2,-2,4,3,6,-1,-1,-1
1,7,28,2,46,348,-1,-1,0,2,4,3,3,7,-1,-1,-1,-1
4,6,8,-1,-1,986.85,3,51,1,3,4,2,2,6,-1,-1,-1,-1
48,11,47,39,1,154.35,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,431,33,44,1,3,4,4,4,6,-1,-1,-1,-1
0,33,15,28,49,295.5,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,1037.35,48,4,1,3,4,3,4,4,6,-1,-1,-1
30,6,2,3,1,160.35,43,46,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,424.5,19,23,1,3,4,4,4,6,-1,-1,-1,-1
13,16,9,4,22,167.85,45,43,1,2,-2,4,2,4,6,-1,-1,-1
5,7,9,-1,-1,416.5,50,2,0,2,3,4,3,4,6,-1,-1,-1
9,14,2,19,28,685,-1,-1,0,2,3,2,-2,4,7,-1,-1,-1
4,6,9,-1,-1,264.5,7,44,1,3,2,4,3,4,6,-1,-1,-1
25,40,38,12,39,633,32,37,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,316,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,33,51,18,34,193.1,10,22,0,2,4,4,2,-2,6,-1,-1,-1
4,6,8,-1,-1,400,48,20,1,3,4,4,4,3,6,-1,-1,-1
46,34,41,21,8,660,36,44,0,2,2,-2,2,-2,2,-2,6,-1
4,7,10,-1,-1,287.5,-1,-1,1,3,4,3,4,3,4,3,7,-1
26,31,38,7,17,239,15,20,0,2,3,4,3,9,6,-1,-1,-1
5,7,9,-1,-1,1088.85,50,48,1,2,-2,4,2,2,6,-1,-1,-1
33,30,34,16,32,479.5,-1,-1,0,2,4,3,2,3,7,-1,-1,-1
4,6,8,-1,-1,847.85,35,46,1,3,4,2,4,2,6,-1,-1,-1
46,48,8,40,21,351,51,30,0,2,3,3,4,4,6,-1,-1,-1
5,7,9,-1,-1,975.35,39,49,1,2,-2,2,4,4,6,-1,-1,-1
37,44,26,21,5,277,25,23,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,1048.85,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
51,46,18,44,33,180.6,10,50,0,2,4,4,2,-2,6,-1,-1,-1
4,6,8,-1,-1,410.5,0,49,1,3,4,4,4,3,6,-1,-1,-1
8,27,36,10,14,350,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1
4,6,8,-1,-1,974.85,15,51,1,3,4,4,2,6,-1,-1,-1,-1
12,14,6,16,27,46.35,13,41,1,9,-2,6,-1,-1,-1,-1,-1,-1
5,5,5,-1,-1,542.25,-1,-1,0,2,3,7,-1,-1,-1,-1,-1,-1
34,15,23,18,7,242,38,16,0,3,4,3,4,6,-1,-1,-1,-1
4,6,8,-1,-1,804,48,3,1,4,4,2,4,6,-1,-1,-1,-1
24,33,1,11,30,131.7,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,455.9,26,49,1,3,4,4,4,6,-1,-1,-1,-1
38,14,18,33,16,340.5,11,44,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,704,2,28,1,4,4,4,4,6,-1,-1,-1,-1
5,24,34,20,50,332.1,39,30,0,2,3,4,9,-2,6,-1,-1,-1
5,7,10,-1,-1,711.5,26,27,1,2,-2,4,2,3,6,-1,-1,-1
29,9,28,21,20,665.7,44,12,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,400,41,4,1,4,4,4,4,6,-1,-1,-1,-1
47,39,14,51,37,158.8,44,45,1,2,-2,4,2,9,6,-1,-1,-1
5,7,10,-1,-1,426.4,-1,-1,0,2,3,4,9,-2,7,-1,-1,-1
35,3,46,44,23,660.4,22,2,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,460.6,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
13,31,40,43,46,659,11,47,0,2,4,4,2,-2,6,-1,-1,-1
4,6,8,-1,-1,459.6,-1,-1,1,3,4,4,4,3,7,-1,-1,-1
1,49,34,41,44,676.5,35,42,1,3,4,3,4,3,2,6,-1,-1
4,7,10,-1,-1,441.6,46,39,0,2,2,-2,2,-2,3,6,-1,-1
11,43,47,41,16,586.5,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1
4,6,8,-1,-1,530.6,22,21,1,3,4,4,2,6,-1,-1,-1,-1
20,27,34,38,17,550.5,19,11,1,3,2,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,566.1,50,24,0,2,3,4,4,6,-1,-1,-1,-1
40,29,5,45,0,530.5,39,21,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,585.1,8,48,0,2,4,4,4,6,-1,-1,-1,-1
13,30,26,24,16,504,-1,-1,1,3,4,2,2,4,3,7,-1,-1
4,8,10,-1,-1,609.6,22,36,0,2,2,3,3,2,-2,6,-1,-1
20,24,0,8,19,420.5,16,29,0,2,2,-2,4,4,6,-1,-1,-1
4,7,9,-1,-1,444.5,30,21,1,3,4,3,4,4,6,-1,-1,-1
22,5,10,8,48,422,13,11,0,2,2,3,2,-2,9,-2,6,-1
4,8,11,-1,-1,441.5,-1,-1,1,3,4,2,4,3,4,3,7,-1
30,21,20,8,48,843,-1,-1,1,3,4,3,4,4,3,7,-1,-1
4,7,9,-1,-1,400,50,45,0,2,2,-2,4,2,-2,6,-1,-1
40,6,27,14,5,792.5,30,22,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,448.5,26,33,0,2,2,-2,4,3,6,-1,-1,-1
48,35,5,31,47,400,29,43,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,387.05,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
20,45,26,38,23,756.5,50,37,1,2,-2,4,4,2,6,-1,-1,-1
5,7,9,-1,-1,484,33,21,0,2,3,4,4,3,6,-1,-1,-1
37,16,32,29,33,387.05,25,18,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,368.4,17,11,0,2,4,4,4,6,-1,-1,-1,-1
30,8,32,23,5,426.5,45,50,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,359.05,26,51,1,3,4,4,4,6,-1,-1,-1,-1
28,47,20,34,18,354.3,15,14,1,2,9,6,-1,-1,-1,-1,-1,-1
6,6,6,-1,-1,399.65,44,46,0,2,9,6,-1,-1,-1,-1,-1,-1
28,2,40,19,51,495,25,36,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,742,46,20,0,2,4,4,4,6,-1,-1,-1,-1
51,18,17,19,50,378.55,14,23,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,760.95,22,42,1,3,4,4,4,6,-1,-1,-1,-1
46,23,27,50,2,491,6,26,1,3,4,4,2,2,6,-1,-1,-1
4,6,8,-1,-1,745.5,-1,-1,0,2,4,4,2,3,7,-1,-1,-1
36,42,50,32,45,378.3,51,8,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,760.7,31,34,0,2,4,4,4,6,-1,-1,-1,-1
23,16,0,47,41,554.5,6,14,1,3,4,4,3,4,6,-1,-1,-1
4,6,9,-1,-1,680.5,27,51,0,2,4,2,-2,4,6,-1,-1,-1
37,6,34,1,16,416.05,38,44,1,2,-2,2,4,2,6,-1,-1,-1
5,7,9,-1,-1,444.5,-1,-1,0,2,3,3,4,3,7,-1,-1,-1
38,40,12,13,42,546,8,51,0,2,2,-2,4,4,6,-1,-1,-1
4,7,9,-1,-1,688,34,31,1,3,4,3,4,4,6,-1,-1,-1
40,25,45,36,1,460.5,48,23,1,2,-2,2,4,2,6,-1,-1,-1
5,7,9,-1,-1,385.55,22,42,0,2,3,3,4,3,6,-1,-1,-1
42,18,46,3,2,400,-1,-1,0,2,2,3,4,3,7,-1,-1,-1
4,8,10,-1,-1,665.05,50,20,1,3,4,2,4,2,6,-1,-1,-1
6,32,20,41,29,585,34,25,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,648,0,40,0,2,2,-2,2,-2,4,6,-1,-1
39,28,22,5,24,405.55,31,36,0,2,2,-2,2,-2,4,6,-1,-1
4,7,10,-1,-1,731.45,48,30,1,3,4,3,4,3,4,6,-1,-1
2,19,37,30,0,173.5,45,31,0,2,4,2,-2,4,6,-1,-1,-1
4,6,9,-1,-1,404,29,32,1,3,4,4,3,4,6,-1,-1,-1
46,1,27,31,44,636.05,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,409.5,48,12,1,3,4,4,4,6,-1,-1,-1,-1
22,3,36,14,33,639.55,11,21,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,404.5,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
19,7,2,46,20,535,6,50,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,697,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
17,7,28,50,35,488.55,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1
4,6,8,-1,-1,646.95,16,48,1,3,4,4,2,6,-1,-1,-1,-1
26,9,16,33,17,460.55,47,23,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,674.45,8,13,0,2,4,4,4,6,-1,-1,-1,-1
51,29,18,35,25,540,50,36,0,2,2,3,3,4,6,-1,-1,-1
4,8,10,-1,-1,690.5,49,17,1,3,4,2,2,4,6,-1,-1,-1
41,8,12,3,47,764.05,-1,-1,0,2,3,2,-2,4,4,7,-1,-1
5,8,10,-1,-1,400,35,33,1,2,-2,4,3,4,4,6,-1,-1
6,14,45,2,12,400,41,51,1,2,-2,9,6,-1,-1,-1,-1,-1
5,7,7,-1,-1,131.5,47,36,0,2,3,9,6,-1,-1,-1,-1,-1
27,9,16,20,36,177.6,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,423.5,44,23,1,3,4,4,4,6,-1,-1,-1,-1
29,19,33,17,3,444.55,27,48,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,688.95,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
49,15,35,22,37,417.5,6,46,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,812,8,10,0,2,4,4,4,6,-1,-1,-1,-1
44,17,10,15,30,414,-1,-1,1,4,4,3,4,3,4,3,7,-1
4,7,10,-1,-1,253,12,8,0,3,2,-2,2,-2,2,-2,6,-1
4,37,0,16,15,776.55,10,8,1,3,4,2,3,4,6,-1,-1,-1
4,6,9,-1,-1,400,-1,-1,0,2,4,2,-2,4,7,-1,-1,-1
40,45,13,19,20,440.05,32,8,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,691.95,39,38,0,2,4,4,4,6,-1,-1,-1,-1
12,24,39,28,0,429,-1,-1,0,2,3,3,4,4,7,-1,-1,-1
5,7,9,-1,-1,799,51,48,1,2,-2,2,4,4,6,-1,-1,-1
46,3,16,7,10,838.05,19,35,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,423.5,40,44,0,2,2,-2,2,-2,4,6,-1,-1
35,16,12,4,10,758.05,41,25,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,503,28,43,0,2,4,4,4,6,-1,-1,-1,-1
6,10,16,40,12,423,3,23,0,2,3,3,4,9,-2,6,-1,-1
5,7,9,-1,-1,997.55,-1,-1,1,2,-2,2,4,2,3,7,-1,-1
48,16,25,47,43,413,50,29,1,3,4,3,4,4,3,6,-1,-1
4,7,9,-1,-1,279.1,49,0,0,2,2,-2,4,2,-2,6,-1,-1
24,44,31,38,0,395.55,46,28,1,3,4,2,3,4,3,6,-1,-1
4,6,9,-1,-1,734.45,43,33,0,2,4,2,-2,2,-2,6,-1,-1
38,30,24,34,11,436.5,15,9,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,255.1,47,19,1,3,4,4,4,6,-1,-1,-1,-1
50,18,43,51,36,392,-1,-1,0,2,3,4,4,3,7,-1,-1,-1
5,7,9,-1,-1,833,41,47,1,2,-2,4,4,2,6,-1,-1,-1
2,17,26,6,32,644.05,41,44,1,2,-2,4,4,4,6,-1,-1,-1
5,7,9,-1,-1,614.5,-1,-1,0,2,3,4,4,4,7,-1,-1,-1
24,13,10,26,31,237.1,48,43,1,2,9,6,-1,-1,-1,-1,-1,-1
6,6,6,-1,-1,951.45,-1,-1,0,2,9,7,-1,-1,-1,-1,-1,-1
44,42,37,6,11,416,36,30,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,274.1,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
2,28,41,15,44,913.5,16,21,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,505.55,18,20,0,2,4,4,4,6,-1,-1,-1,-1
14,18,24,32,3,254,19,0,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,970,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
17,32,24,12,0,683.55,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,574.5,19,7,1,3,4,4,4,6,-1,-1,-1,-1
32,51,30,31,21,671.55,11,3,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,586,18,12,0,2,4,4,4,6,-1,-1,-1,-1
49,42,36,4,27,669.3,-1,-1,1,3,4,3,4,4,3,7,-1,-1
4,7,9,-1,-1,587.75,32,31,0,2,2,-2,4,2,-2,6,-1,-1
31,41,42,49,45,325,16,19,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,897.5,6,14,1,3,4,4,4,6,-1,-1,-1,-1
8,50,46,27,30,906.25,17,18,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,511.3,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
13,17,32,30,46,405,-1,-1,1,3,4,2,2,3,7,-1,-1,-1
4,6,8,-1,-1,286.1,38,41,0,2,4,3,2,-2,6,-1,-1,-1
51,43,2,39,14,326.5,20,36,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,895,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
36,0,22,42,43,429.2,27,33,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,755.85,31,47,0,2,4,4,4,6,-1,-1,-1,-1
21,46,24,0,50,400,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,413.6,29,25,1,3,2,3,4,4,6,-1,-1,-1
37,50,17,6,44,564.3,26,49,0,2,4,3,2,3,6,-1,-1,-1
4,6,8,-1,-1,690.75,42,35,1,3,4,2,4,2,6,-1,-1,-1
35,5,13,33,51,390.3,7,9,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,864.25,10,22,1,3,4,4,4,6,-1,-1,-1,-1
27,44,37,10,8,413.5,18,38,0,2,2,-2,4,3,6,-1,-1,-1
4,7,9,-1,-1,439.1,28,26,1,3,4,3,4,2,6,-1,-1,-1
1,20,4,33,40,401.8,48,19,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,852.25,51,38,0,2,4,4,4,6,-1,-1,-1,-1
5,16,27,19,0,445,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,407.1,45,6,1,3,2,3,4,4,6,-1,-1,-1
42,4,6,20,8,322.5,35,45,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,895.5,46,37,0,2,4,4,4,6,-1,-1,-1,-1
7,47,38,24,48,318.5,5,14,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,899,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
28,27,8,15,37,400,50,24,0,2,4,3,4,6,-1,-1,-1,-1
4,6,8,-1,-1,452.2,46,9,1,3,4,2,4,6,-1,-1,-1,-1
35,32,13,24,50,443.3,18,10,1,2,-2,2,4,2,6,-1,-1,-1
5,7,9,-1,-1,809.75,19,51,0,2,3,3,4,3,6,-1,-1,-1
51,24,35,46,21,809.25,26,40,0,2,3,4,4,4,6,-1,-1,-1
5,7,9,-1,-1,605.8,10,42,1,2,-2,4,4,4,6,-1,-1,-1
29,28,20,32,48,230.3,18,37,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,1022.25,2,1,0,2,4,4,4,6,-1,-1,-1,-1
43,9,37,45,50,403.5,40,44,1,2,-2,2,2,9,6,-1,-1,-1
5,7,9,-1,-1,447.2,31,32,0,2,3,3,3,3,6,-1,-1,-1
9,7,34,30,42,218.3,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,1033.75,44,12,1,3,4,4,4,6,-1,-1,-1,-1
50,40,18,34,30,400,51,9,0,2,4,2,-2,4,6,-1,-1,-1
4,6,9,-1,-1,850.2,23,16,1,3,4,4,3,4,6,-1,-1,-1
23,14,38,43,29,199,19,8,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,1015.5,36,32,0,2,2,-2,4,4,6,-1,-1,-1
15,9,33,45,10,421,47,50,1,2,-2,9,6,-1,-1,-1,-1,-1
5,7,7,-1,-1,94.7,17,37,0,3,3,9,6,-1,-1,-1,-1,-1
5,26,20,4,44,223.8,28,47,0,2,3,4,2,-2,9,-2,6,-1
5,7,10,-1,-1,1026.25,-1,-1,1,2,-2,4,4,3,4,3,7,-1
20,41,45,44,26,220,24,23,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,992.5,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
30,44,36,16,41,239.5,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1
4,6,8,-1,-1,972.5,45,25,1,3,4,2,4,6,-1,-1,-1,-1
31,9,47,50,11,406,48,8,0,2,2,-2,3,9,-2,6,-1,-1
4,7,9,-1,-1,205.9,-1,-1,1,3,4,3,2,2,9,7,-1,-1
21,45,36,29,27,790.25,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,622.3,22,15,1,3,4,4,4,6,-1,-1,-1,-1
29,30,47,7,32,201.5,45,21,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,1009.5,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
0,2,4,10,5,440.1,42,24,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,807.45,33,25,1,3,4,4,4,6,-1,-1,-1,-1
45,23,40,41,20,451.6,38,2,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,795.45,10,14,0,2,4,4,4,6,-1,-1,-1,-1
28,41,42,7,31,856.75,32,29,1,3,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,554.3,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1
24,21,8,25,50,435.35,41,22,0,2,2,-2,4,4,6,-1,-1,-1
4,7,9,-1,-1,810.2,44,29,1,3,4,3,4,4,6,-1,-1,-1
46,2,42,32,23,292.5,29,49,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,915.5,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
9,35,24,22,32,300,43,46,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,907.5,45,40,1,3,4,4,4,6,-1,-1,-1,-1
49,33,13,18,45,299.75,21,32,1,3,4,3,4,4,3,6,-1,-1
4,7,9,-1,-1,907.25,0,4,0,2,2,-2,4,2,-2,6,-1,-1
1,49,38,30,25,368.85,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,874.7,24,20,1,3,4,4,4,6,-1,-1,-1,-1
50,46,19,33,42,394.75,29,20,1,3,4,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,810.25,45,23,0,2,4,3,4,6,-1,-1,-1,-1
49,28,22,27,9,203.45,41,25,1,3,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,490.6,-1,-1,0,2,4,3,3,7,-1,-1,-1,-1
41,12,1,10,21,400.25,44,9,1,3,4,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,803.25,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1
13,24,19,34,9,405,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,380.55,8,48,1,3,4,4,4,6,-1,-1,-1,-1
33,45,46,26,39,224.95,28,48,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,468.6,42,2,1,4,4,4,4,6,-1,-1,-1,-1
20,24,21,0,6,427.75,30,14,1,3,4,2,4,4,6,-1,-1,-1
4,8,10,-1,-1,775.25,17,25,0,2,2,3,4,4,6,-1,-1,-1
16,5,49,42,43,393,47,23,1,3,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,392.05,18,20,0,2,4,4,3,6,-1,-1,-1,-1
13,42,34,49,35,381.75,-1,-1,1,3,4,4,4,3,7,-1,-1,-1
4,6,8,-1,-1,820.25,48,24,0,2,4,4,2,-2,6,-1,-1,-1
6,14,13,25,49,351,44,30,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,433.05,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
44,8,45,35,29,251.15,26,50,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,440.6,16,27,1,4,4,4,4,6,-1,-1,-1,-1
9,19,43,30,38,395.25,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,805.75,10,50,1,3,4,3,4,4,6,-1,-1,-1
8,16,14,5,15,282.25,40,51,0,3,4,4,4,6,-1,-1,-1,-1
