Flop0,Flop1,Flop2,Turn,River,Chips,Hands0,Hands1,Action0,Action1,Action2,Action3,Action4,Action5,Action6,Action7,Action8,Action9,,
5,7,9,-1,-1,32.65,33,34,1,2,-2,4,4,2,6,-1,-1,-1,,
18,25,34,27,11,8.95,37,39,0,2,2,-2,2,-2,9,-2,6,-1,,
4,7,10,-1,-1,52.1,14,20,1,3,4,3,4,3,2,3,6,-1,,
43,27,21,8,9,54.35,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,52.45,26,34,1,3,4,4,4,6,-1,-1,-1,-1,,
37,51,10,17,34,12.2,-1,-1,1,4,4,3,4,4,3,7,-1,-1,,
5,9,11,-1,-1,9.65,48,5,0,3,2,-2,4,2,-2,6,-1,-1,,
19,2,3,37,35,52.85,29,12,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,53.75,9,11,0,3,4,4,4,6,-1,-1,-1,-1,,
10,51,15,45,3,39,26,48,1,2,9,6,-1,-1,-1,-1,-1,-1,,
6,6,6,-1,-1,85.1,43,49,0,2,2,6,-1,-1,-1,-1,-1,-1,,
20,28,39,38,36,52.1,-1,-1,1,4,4,4,4,3,7,-1,-1,-1,,
4,6,8,-1,-1,54.45,1,0,0,3,4,4,2,-2,6,-1,-1,-1,,
10,46,37,2,15,25.05,32,42,0,3,3,4,2,-2,2,-2,6,-1,,
5,7,10,-1,-1,51.35,51,26,1,2,-2,4,4,3,4,3,6,-1,,
6,37,16,8,30,9.7,7,47,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,11.95,43,0,1,4,4,4,4,6,-1,-1,-1,-1,,
2,36,5,41,47,15.75,45,25,1,3,4,4,3,4,2,6,-1,-1,,
4,6,9,-1,-1,30.9,-1,-1,0,2,4,2,-2,2,3,7,-1,-1,,
6,10,23,21,32,17.5,18,34,1,4,2,4,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,28.9,-1,-1,0,3,3,4,3,7,-1,-1,-1,-1,,
20,48,49,37,35,9.65,29,36,0,3,3,4,3,2,-2,6,-1,-1,,
5,7,9,-1,-1,11.9,-1,-1,1,2,-2,4,2,4,3,7,-1,-1,,
7,3,50,46,16,24.7,43,35,1,2,-2,2,2,4,6,-1,-1,-1,,
5,7,9,-1,-1,20.5,30,6,0,3,3,3,3,4,6,-1,-1,-1,,
4,1,18,34,9,19.35,22,25,0,3,3,3,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,26.9,42,2,1,4,2,2,4,3,6,-1,-1,-1,,
13,8,7,51,36,52.3,22,2,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,53.8,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
6,18,14,45,15,13.3,-1,-1,1,3,4,4,4,3,7,-1,-1,-1,,
4,6,8,-1,-1,7.9,44,33,0,2,4,4,2,-2,6,-1,-1,-1,,
35,41,38,6,26,50.5,37,23,1,4,4,4,3,4,6,-1,-1,-1,,
4,6,9,-1,-1,57.3,-1,-1,0,3,4,2,-2,4,7,-1,-1,-1,,
8,3,5,12,21,52.5,33,30,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,53.55,10,37,0,3,4,4,4,6,-1,-1,-1,-1,,
31,20,8,4,47,22.4,38,11,0,3,3,4,4,4,6,-1,-1,-1,,
5,7,9,-1,-1,22.5,37,49,1,2,-2,4,4,4,6,-1,-1,-1,,
30,26,3,41,24,29.95,14,28,0,2,2,-2,2,-2,4,6,-1,-1,,
4,7,10,-1,-1,79.95,23,22,1,3,4,3,4,3,4,6,-1,-1,,
50,11,43,14,44,25,49,1,0,2,2,-2,2,-2,2,-2,6,-1,,
4,7,10,-1,-1,25,-1,-1,1,3,4,3,4,3,4,3,7,-1,,
32,22,11,48,30,52,5,49,0,2,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,54,-1,-1,1,3,4,4,4,3,7,-1,-1,-1,,
30,6,39,51,11,10.25,-1,-1,1,3,4,4,4,3,7,-1,-1,-1,,
4,6,8,-1,-1,10.6,45,49,0,2,4,4,2,-2,6,-1,-1,-1,,
5,2,28,45,15,54.3,17,39,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,51.5,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
39,33,24,32,50,36.7,10,45,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,72.7,19,29,1,3,4,4,4,6,-1,-1,-1,-1,,
5,8,19,0,1,55.25,15,39,1,4,4,4,3,4,2,6,-1,-1,,
4,6,9,-1,-1,50.5,12,6,0,3,4,2,-2,2,3,6,-1,-1,,
22,36,42,8,29,30,50,17,1,4,4,3,4,3,4,6,-1,-1,,
4,7,10,-1,-1,25,27,11,0,3,2,-2,2,-2,4,6,-1,-1,,
23,15,47,26,35,21.5,18,9,1,4,4,4,3,2,6,-1,-1,-1,,
4,6,9,-1,-1,23.7,-1,-1,0,3,4,2,-2,3,7,-1,-1,-1,,
41,27,37,1,15,8.25,-1,-1,0,3,3,4,3,4,7,-1,-1,-1,,
7,9,11,-1,-1,12.45,49,39,1,2,-2,4,2,4,6,-1,-1,-1,,
15,36,30,40,1,18.35,33,37,1,2,-2,2,2,3,4,3,6,-1,,
5,7,10,-1,-1,25.75,22,46,0,3,3,3,2,-2,2,-2,6,-1,,
31,8,29,47,10,37,13,15,0,3,3,3,3,2,-2,6,-1,-1,,
5,7,9,-1,-1,51.55,46,33,1,2,-2,2,2,4,3,6,-1,-1,,
6,30,17,32,2,55.5,35,29,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,49.75,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
0,22,4,50,35,22.35,12,24,1,4,4,2,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,22.7,36,26,0,3,4,3,4,6,-1,-1,-1,-1,,
37,22,34,18,16,5.75,21,4,1,4,4,3,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,14.75,32,29,0,3,2,-2,4,4,6,-1,-1,-1,,
24,6,26,2,0,28.45,33,50,1,3,2,4,3,4,6,-1,-1,-1,,
4,6,9,-1,-1,26.35,17,16,0,2,3,2,-2,4,6,-1,-1,-1,,
18,39,33,1,17,36.9,46,15,1,4,4,3,4,2,2,6,-1,-1,,
4,7,11,-1,-1,17.3,24,36,0,3,2,-2,2,3,3,6,-1,-1,,
11,29,6,10,3,9,8,9,0,2,4,3,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,14.8,-1,-1,1,3,4,2,2,3,7,-1,-1,-1,,
49,48,15,51,46,49.6,41,24,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,57.85,37,23,1,4,4,4,4,6,-1,-1,-1,-1,,
17,16,8,36,48,26.35,10,31,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,20.45,33,7,1,4,4,4,4,6,-1,-1,-1,-1,,
18,51,12,32,40,29.4,-1,-1,0,2,4,2,3,4,7,-1,-1,-1,,
4,6,10,-1,-1,24.3,48,2,1,3,4,4,2,4,6,-1,-1,-1,,
43,26,22,28,15,5.5,24,27,1,2,-2,4,9,6,-1,-1,-1,-1,,
5,7,9,-1,-1,14.9,-1,-1,0,3,3,4,3,7,-1,-1,-1,-1,,
46,51,17,49,35,36.25,34,50,0,2,2,-2,4,2,-2,6,-1,-1,,
4,7,9,-1,-1,72.5,-1,-1,1,3,4,3,4,2,3,7,-1,-1,,
33,4,24,0,18,12.05,49,20,0,2,2,-2,9,-2,6,-1,-1,-1,,
4,7,10,-1,-1,59.95,44,39,1,3,4,3,2,3,6,-1,-1,-1,,
30,23,42,50,46,24.7,49,8,1,3,4,2,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,63.05,19,18,0,2,4,3,3,6,-1,-1,-1,-1,,
9,4,16,10,14,57.35,44,2,0,2,4,4,3,6,-1,-1,-1,-1,,
4,6,8,-1,-1,47.25,26,41,1,3,4,4,2,6,-1,-1,-1,-1,,
48,44,37,12,11,26.7,-1,-1,0,3,4,3,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,20.95,29,47,1,4,4,2,2,6,-1,-1,-1,-1,,
9,6,26,21,14,21.45,-1,-1,1,2,-2,2,2,4,3,7,-1,-1,,
5,7,9,-1,-1,23.35,4,18,0,3,3,3,3,2,-2,6,-1,-1,,
2,31,50,5,11,60.55,41,32,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,43.75,10,43,0,3,4,4,4,6,-1,-1,-1,-1,,
48,18,15,31,24,15.95,46,5,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,28.35,44,4,1,3,4,4,4,6,-1,-1,-1,-1,,
48,26,15,43,6,18.65,18,17,1,3,2,4,3,4,6,-1,-1,-1,,
4,6,9,-1,-1,35.45,45,27,0,2,3,2,-2,4,6,-1,-1,-1,,
43,49,38,15,35,23.85,13,0,1,4,4,4,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,29.25,33,16,0,3,4,4,3,6,-1,-1,-1,-1,,
47,16,4,3,50,22.35,34,5,0,2,2,-2,2,-2,3,6,-1,-1,,
4,7,10,-1,-1,30.65,37,40,1,3,4,3,4,3,2,6,-1,-1,,
22,14,15,4,7,49.9,21,8,0,2,2,3,3,4,6,-1,-1,-1,,
4,8,10,-1,-1,58,48,2,1,3,4,2,2,4,6,-1,-1,-1,,
45,8,43,5,28,23.25,37,39,0,3,2,4,4,3,6,-1,-1,-1,,
6,8,10,-1,-1,48.1,1,18,1,2,3,4,4,2,6,-1,-1,-1,,
8,22,24,42,36,14.7,48,18,1,3,4,4,3,4,6,-1,-1,-1,,
4,6,9,-1,-1,8.35,35,43,0,2,4,2,-2,4,6,-1,-1,-1,,
46,49,39,6,19,15.15,1,44,1,4,4,4,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,29,-1,-1,0,3,4,4,3,7,-1,-1,-1,-1,,
0,29,17,31,2,10.2,5,3,0,3,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,9.6,-1,-1,1,4,4,4,4,3,7,-1,-1,-1,,
28,31,12,44,4,60.9,46,39,1,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,46.5,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1,,
8,29,45,9,31,16.1,33,49,0,2,2,9,-2,6,-1,-1,-1,-1,,
6,9,9,-1,-1,28,47,42,1,2,3,4,3,6,-1,-1,-1,-1,,
0,25,16,1,34,29.35,14,13,1,2,-2,2,3,4,3,2,6,-1,,
7,10,13,-1,-1,23.15,43,26,0,3,3,2,-2,2,-2,3,6,-1,,
3,15,17,24,5,21.2,49,21,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,25.55,32,45,1,4,4,4,4,6,-1,-1,-1,-1,,
8,51,15,36,47,50.2,16,14,1,3,2,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,57,-1,-1,0,2,3,4,4,7,-1,-1,-1,-1,,
37,14,32,33,28,28.85,38,22,0,2,2,-2,3,4,6,-1,-1,-1,,
4,7,9,-1,-1,57.75,31,45,1,3,4,3,2,4,6,-1,-1,-1,,
24,27,1,2,25,11.7,26,19,1,4,4,3,4,3,2,6,-1,-1,,
4,7,10,-1,-1,11.1,-1,-1,0,3,2,-2,2,-2,3,7,-1,-1,,
21,9,5,34,0,11.15,26,49,1,3,4,4,4,6,-1,-1,-1,-1,,
5,7,9,-1,-1,8.6,42,44,0,2,4,4,4,6,-1,-1,-1,-1,,
27,20,23,29,32,21.9,24,7,0,3,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,24.8,17,50,1,4,4,4,4,3,6,-1,-1,-1,,
50,0,38,3,1,58.85,-1,-1,0,2,4,3,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,45.05,51,25,1,3,4,2,2,6,-1,-1,-1,-1,,
45,4,12,40,35,31.95,-1,-1,0,2,3,3,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,11.65,14,20,1,3,2,2,2,6,-1,-1,-1,-1,,
11,28,35,22,49,52.55,12,16,1,2,-2,2,4,2,6,-1,-1,-1,,
5,7,9,-1,-1,54.5,51,31,0,2,3,3,4,3,6,-1,-1,-1,,
4,29,23,18,17,29.45,38,27,1,4,4,3,4,3,4,6,-1,-1,,
4,7,10,-1,-1,13.95,10,21,0,3,2,-2,2,-2,4,6,-1,-1,,
51,44,11,29,47,19.9,2,50,0,3,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,26.65,-1,-1,1,4,4,4,4,3,7,-1,-1,-1,,
43,11,1,29,23,27.95,45,10,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,15.35,47,0,1,4,4,4,4,6,-1,-1,-1,-1,,
43,17,22,24,5,11.8,30,4,1,4,4,4,3,4,6,-1,-1,-1,,
4,6,9,-1,-1,41.6,32,16,0,3,4,2,-2,4,6,-1,-1,-1,,
5,39,11,14,46,21.3,13,16,1,3,4,3,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,25.15,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1,,
43,46,19,31,29,41.3,10,12,1,2,-2,4,4,4,6,-1,-1,-1,,
5,7,9,-1,-1,65.25,20,42,0,3,3,4,4,4,6,-1,-1,-1,,
8,5,18,41,43,24.05,30,12,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,22.15,27,1,1,4,4,4,4,6,-1,-1,-1,-1,,
40,42,31,41,14,40.3,-1,-1,0,3,4,3,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,66.15,4,30,1,4,4,2,2,6,-1,-1,-1,-1,,
21,44,47,0,31,34.6,18,46,0,2,3,3,2,9,6,-1,-1,-1,,
5,7,11,-1,-1,51.3,48,51,1,2,-2,2,2,2,6,-1,-1,-1,,
25,17,15,35,49,11.25,42,37,1,3,4,3,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,42.05,38,14,0,2,2,-2,4,4,6,-1,-1,-1,,
38,42,40,4,13,24.5,1,3,1,3,4,3,4,3,4,3,6,-1,,
4,7,10,-1,-1,21.65,19,20,0,2,2,-2,2,-2,2,-2,6,-1,,
27,46,10,49,31,68.45,15,13,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,48.75,16,14,1,4,4,4,4,6,-1,-1,-1,-1,,
27,49,2,45,5,29.35,-1,-1,0,2,3,2,-2,2,3,7,-1,-1,,
5,8,12,-1,-1,13.55,48,26,1,2,-2,4,3,4,9,6,-1,-1,,
44,31,6,20,18,9,2,9,1,4,4,2,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,10.25,5,37,0,3,4,3,4,6,-1,-1,-1,-1,,
39,9,18,36,15,13.9,-1,-1,0,2,3,7,-1,-1,-1,-1,-1,-1,,
5,5,5,-1,-1,8.25,45,42,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
29,6,2,5,48,66.3,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,50.45,3,8,1,3,4,2,4,6,-1,-1,-1,-1,,
19,17,46,22,13,40,42,23,0,3,3,3,2,-2,4,6,-1,-1,,
5,7,10,-1,-1,65.9,9,51,1,2,-2,2,4,3,4,6,-1,-1,,
18,38,2,47,25,39.4,23,40,1,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,20.45,10,48,0,2,4,4,4,6,-1,-1,-1,-1,,
2,28,16,22,6,30,25,29,1,3,9,6,-1,-1,-1,-1,-1,-1,,
4,6,6,-1,-1,13.55,32,33,0,2,9,6,-1,-1,-1,-1,-1,-1,,
9,8,36,40,27,11.5,42,38,0,2,3,3,9,-2,6,-1,-1,-1,,
4,6,8,-1,-1,10.5,-1,-1,1,3,2,2,2,9,7,-1,-1,-1,,
40,6,19,7,18,26.5,42,8,0,3,3,2,-2,3,4,6,-1,-1,,
5,8,10,-1,-1,24.1,47,28,1,2,-2,2,3,2,4,6,-1,-1,,
1,30,48,34,45,18.55,17,43,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,24.35,23,40,0,3,4,4,4,6,-1,-1,-1,-1,,
44,4,7,24,40,17.35,13,1,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,24.35,23,50,0,3,4,4,4,6,-1,-1,-1,-1,,
10,51,6,24,50,52.7,-1,-1,0,2,3,3,7,-1,-1,-1,-1,-1,,
5,7,7,-1,-1,7.45,22,42,1,2,-2,9,6,-1,-1,-1,-1,-1,,
39,7,8,25,27,39.95,14,36,0,3,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,20,-1,-1,1,4,4,4,4,3,7,-1,-1,-1,,
0,10,25,40,45,21.5,6,4,1,4,2,4,4,3,6,-1,-1,-1,,
4,6,8,-1,-1,10,22,19,0,3,3,4,2,-2,6,-1,-1,-1,,
25,2,24,23,26,44,22,36,1,4,4,2,2,3,6,-1,-1,-1,,
4,6,8,-1,-1,61.35,28,29,0,3,4,3,2,-2,6,-1,-1,-1,,
7,17,49,1,48,19.95,-1,-1,0,2,9,7,-1,-1,-1,-1,-1,-1,,
5,6,6,-1,-1,22.8,50,36,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
5,27,30,16,24,39.3,29,33,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,22.3,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
27,39,8,26,0,8.15,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
4,7,9,-1,-1,10.85,33,28,1,4,4,4,4,6,-1,-1,-1,-1,,
18,10,1,29,25,37,-1,-1,0,3,3,4,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,67.85,23,14,1,4,2,4,2,6,-1,-1,-1,-1,,
20,0,4,1,10,36.4,42,36,0,3,2,3,6,-1,-1,-1,-1,-1,,
7,7,7,-1,-1,13.25,48,12,1,2,9,-2,6,-1,-1,-1,-1,-1,,
50,3,4,9,11,39.75,-1,-1,0,3,4,2,-2,4,7,-1,-1,-1,,
4,6,9,-1,-1,21.8,15,26,1,4,4,4,3,4,6,-1,-1,-1,,
31,23,25,38,16,25.65,29,39,1,4,2,2,3,4,3,6,-1,-1,,
4,6,9,-1,-1,5.5,32,10,0,3,3,2,-2,9,-2,6,-1,-1,,
46,19,36,3,30,58.2,-1,-1,1,3,4,4,4,3,7,-1,-1,-1,,
4,6,8,-1,-1,57.45,29,32,0,2,4,4,2,-2,6,-1,-1,-1,,
32,31,39,10,3,23.15,29,14,1,4,4,3,4,2,6,-1,-1,-1,,
4,7,9,-1,-1,26,-1,-1,0,3,2,-2,4,3,7,-1,-1,-1,,
7,23,22,46,36,35.75,-1,-1,1,3,2,3,4,2,3,7,-1,-1,,
4,7,9,-1,-1,25.45,39,38,0,2,2,-2,4,9,-2,6,-1,-1,,
48,37,41,40,20,34.5,-1,-1,1,2,-2,2,4,4,3,7,-1,-1,,
5,7,9,-1,-1,70.15,50,34,0,2,3,3,4,2,-2,6,-1,-1,,
29,25,40,35,2,25.9,51,43,0,2,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,23,-1,-1,1,3,4,4,4,3,7,-1,-1,-1,,
5,38,11,20,1,42.3,-1,-1,1,3,4,4,2,3,7,-1,-1,-1,,
4,6,8,-1,-1,37.75,12,48,0,2,4,4,2,-2,6,-1,-1,-1,,
12,40,11,37,1,57.45,0,8,1,2,-2,4,4,3,2,6,-1,-1,,
5,7,10,-1,-1,58.05,-1,-1,0,2,3,4,2,-2,3,7,-1,-1,,
20,7,50,11,34,19,-1,-1,1,3,4,4,3,4,3,7,-1,-1,,
4,6,9,-1,-1,22.1,32,51,0,2,4,2,-2,2,-2,6,-1,-1,,
15,44,11,22,46,6.65,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,12.2,0,43,1,4,4,4,4,6,-1,-1,-1,-1,,
44,46,15,27,0,47.85,2,48,1,2,-2,4,2,2,6,-1,-1,-1,,
5,7,9,-1,-1,49.9,-1,-1,0,3,3,4,3,3,7,-1,-1,-1,,
36,51,45,33,8,23.9,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,24,35,41,1,3,4,4,2,6,-1,-1,-1,-1,,
12,13,34,48,51,50.6,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,46.9,45,22,1,4,4,4,4,6,-1,-1,-1,-1,,
48,39,17,6,0,5.65,13,38,0,3,4,3,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,13.1,-1,-1,1,4,4,2,4,3,7,-1,-1,-1,,
39,17,49,26,12,21.4,32,45,1,2,-2,2,2,2,6,-1,-1,-1,,
5,7,9,-1,-1,26.3,41,16,0,3,3,3,3,3,6,-1,-1,-1,,
5,38,0,50,15,50.1,-1,-1,1,4,4,4,3,4,3,7,-1,-1,,
4,6,9,-1,-1,47.35,51,13,0,3,4,2,-2,2,-2,6,-1,-1,,
30,19,29,8,26,10.9,51,49,0,9,6,-1,-1,-1,-1,-1,-1,-1,,
4,4,4,-1,-1,29.6,37,36,1,3,6,-1,-1,-1,-1,-1,-1,-1,,
10,31,8,46,1,13.4,20,26,0,2,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,33.8,14,47,1,3,4,4,2,3,6,-1,-1,-1,,
29,31,14,15,24,20.05,30,33,0,3,3,3,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,19.9,-1,-1,1,4,2,2,2,3,7,-1,-1,-1,,
10,49,6,4,24,7.05,3,40,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,11.6,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
33,39,18,19,32,7.9,49,12,1,9,6,-1,-1,-1,-1,-1,-1,-1,,
4,4,4,-1,-1,38.8,36,8,0,2,6,-1,-1,-1,-1,-1,-1,-1,,
32,50,25,13,49,21.65,-1,-1,0,2,3,2,-2,4,3,7,-1,-1,,
5,8,10,-1,-1,8.6,5,7,1,2,-2,4,3,4,2,6,-1,-1,,
17,25,28,15,24,25,45,51,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
5,5,5,-1,-1,10,39,38,0,2,9,6,-1,-1,-1,-1,-1,-1,,
32,51,29,8,48,48.55,33,42,0,3,4,2,-2,2,-2,6,-1,-1,,
4,6,9,-1,-1,48.65,-1,-1,1,4,4,4,3,4,3,7,-1,-1,,
29,30,14,5,50,27.05,12,10,1,3,4,3,6,-1,-1,-1,-1,-1,,
4,7,7,-1,-1,12.4,22,26,0,2,9,-2,6,-1,-1,-1,-1,-1,,
40,23,24,38,35,54,36,21,1,3,4,3,4,2,4,6,-1,-1,,
4,7,11,-1,-1,72.95,37,43,0,2,2,-2,2,3,4,6,-1,-1,,
16,32,31,8,47,49.35,9,14,1,3,4,2,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,76.95,46,49,0,2,4,3,3,6,-1,-1,-1,-1,,
15,5,35,0,14,52.9,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
