Flop0,Flop1,Flop2,Turn,River,Chips,Hands0,Hands1,Action0,Action1,Action2,Action3,Action4,Action5,Action6,Action7,Action8,Action9
49,28,38,9,22,334.1,40,51,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,209.5,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
18,26,30,47,3,34.7,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,277.45,43,34,1,3,4,4,4,6,-1,-1,-1,-1
46,36,5,8,6,262.9,37,18,1,4,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,67.8,-1,-1,0,3,4,3,3,7,-1,-1,-1,-1
29,36,35,21,34,278.55,10,5,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,213.4,50,2,0,3,4,4,4,6,-1,-1,-1,-1
0,25,41,22,46,286.05,17,27,1,4,2,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,205.2,-1,-1,0,3,3,4,4,7,-1,-1,-1,-1
15,10,14,48,42,289.6,19,47,1,2,-2,4,4,2,6,-1,-1,-1
5,7,9,-1,-1,201.2,50,16,0,2,3,4,4,3,6,-1,-1,-1
23,10,34,40,19,242.1,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
4,7,9,-1,-1,247.2,17,33,1,3,4,3,4,2,6,-1,-1,-1
25,50,22,26,10,216.1,9,32,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,272.7,12,49,0,3,4,4,4,6,-1,-1,-1,-1
7,38,42,44,46,127.5,-1,-1,0,3,4,3,3,7,-1,-1,-1,-1
4,6,8,-1,-1,200,30,33,1,4,4,2,2,6,-1,-1,-1,-1
47,5,29,44,36,150.8,45,28,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,201.8,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
43,0,23,9,14,147.3,22,32,1,3,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,221.5,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1
44,30,39,9,49,149.3,10,8,0,2,3,4,2,-2,2,-2,6,-1
5,7,10,-1,-1,218,-1,-1,1,2,-2,4,4,3,4,3,7,-1
30,36,5,27,11,202.8,37,49,1,2,-2,2,2,3,4,9,6,-1
5,7,10,-1,-1,206,50,43,0,2,3,3,2,-2,9,-2,6,-1
40,26,30,9,11,193.3,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
4,7,9,-1,-1,253.25,39,36,1,3,4,3,4,2,6,-1,-1,-1
45,26,41,23,36,211.5,43,30,0,2,2,-2,2,-2,2,-2,6,-1
4,7,10,-1,-1,264.75,21,46,1,3,4,3,4,3,4,3,6,-1
41,16,21,20,15,212.5,18,44,1,2,3,4,4,4,6,-1,-1,-1
6,8,10,-1,-1,315.25,-1,-1,0,3,2,4,4,4,7,-1,-1,-1
6,51,4,10,34,66.45,1,44,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,277.05,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
30,21,32,2,9,244,11,46,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,282.25,48,7,1,3,4,4,4,6,-1,-1,-1,-1
13,30,43,6,31,73.25,8,32,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,270.05,20,37,0,3,4,4,4,6,-1,-1,-1,-1
25,6,33,44,40,251.5,36,41,0,2,2,-2,2,-2,2,-2,6,-1
4,7,10,-1,-1,274.25,-1,-1,1,3,4,3,4,3,4,3,7,-1
39,28,43,5,30,138.8,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1
4,6,8,-1,-1,200,44,31,1,3,4,4,2,6,-1,-1,-1,-1
17,4,45,1,19,51.25,36,47,1,2,-2,2,2,9,6,-1,-1,-1
5,7,9,-1,-1,291.35,-1,-1,0,3,3,3,3,3,7,-1,-1,-1
25,34,23,6,44,324.5,46,3,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,199.75,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
30,9,17,24,5,130.3,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,207.5,11,40,1,4,4,4,4,6,-1,-1,-1,-1
13,25,17,12,2,329.8,43,16,0,2,2,-2,4,4,6,-1,-1,-1
4,7,9,-1,-1,193.75,30,37,1,3,4,3,4,4,6,-1,-1,-1
12,20,11,42,33,344.8,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
4,7,10,-1,-1,177.35,15,5,1,3,4,3,4,3,4,6,-1,-1
37,24,7,39,40,97.5,21,9,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,243.4,16,28,0,3,4,4,4,6,-1,-1,-1,-1
8,25,10,2,42,310.8,44,41,1,2,-2,4,4,2,6,-1,-1,-1
5,7,9,-1,-1,210.85,40,51,0,2,3,4,4,3,6,-1,-1,-1
44,38,15,33,14,95.5,-1,-1,0,2,3,4,2,-2,4,7,-1,-1
5,7,10,-1,-1,245.2,41,43,1,2,-2,4,4,3,4,6,-1,-1
10,22,50,36,5,271.8,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,249.35,42,29,1,3,4,3,4,4,6,-1,-1,-1
8,43,29,21,36,75.5,17,33,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,264.7,27,45,0,3,4,4,4,6,-1,-1,-1,-1
24,23,9,28,47,77.4,49,37,1,2,9,-2,6,-1,-1,-1,-1,-1
7,7,7,-1,-1,314.4,42,41,0,2,2,3,6,-1,-1,-1,-1,-1
45,10,42,49,36,249.8,12,13,1,2,-2,4,4,4,6,-1,-1,-1
5,7,9,-1,-1,270.15,-1,-1,0,2,3,4,4,4,7,-1,-1,-1
9,11,33,10,51,113.4,29,16,1,3,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,227.5,26,27,0,2,4,3,3,6,-1,-1,-1,-1
32,51,37,15,24,211.5,48,17,0,2,2,-2,3,3,6,-1,-1,-1
4,7,9,-1,-1,110.5,44,39,1,3,4,3,2,2,6,-1,-1,-1
5,39,25,22,28,230,37,45,0,2,2,-2,2,-2,3,6,-1,-1
4,7,10,-1,-1,91.5,6,11,1,3,4,3,4,3,2,6,-1,-1
7,19,17,44,15,269.5,49,30,1,2,-2,2,3,6,-1,-1,-1,-1
5,8,8,-1,-1,51.5,5,13,0,2,3,9,-2,6,-1,-1,-1,-1
28,9,1,22,25,217,23,17,1,3,2,2,4,3,6,-1,-1,-1
4,6,8,-1,-1,103.5,15,14,0,2,3,3,2,-2,6,-1,-1,-1
18,24,0,5,6,244.5,41,45,1,2,-2,4,4,4,6,-1,-1,-1
5,7,9,-1,-1,155,50,10,0,2,3,4,4,4,6,-1,-1,-1
9,30,38,11,50,231.5,48,44,1,2,-2,4,4,4,3,6,-1,-1
5,7,9,-1,-1,167.5,49,32,0,2,3,4,4,2,-2,6,-1,-1
15,11,0,43,28,267,6,4,1,2,-2,2,3,6,-1,-1,-1,-1
5,8,8,-1,-1,131.5,17,29,0,2,3,9,-2,6,-1,-1,-1,-1
49,9,6,48,17,200,-1,-1,0,2,3,2,-2,4,4,7,-1,-1
5,8,10,-1,-1,262.5,40,41,1,2,-2,4,3,4,4,6,-1,-1
27,8,7,33,22,202,35,32,1,2,-2,2,9,6,-1,-1,-1,-1
5,9,9,-1,-1,198,14,18,0,2,3,2,9,6,-1,-1,-1,-1
9,4,29,10,8,4,-1,-1,0,9,7,-1,-1,-1,-1,-1,-1,-1
4,4,4,-1,-1,395.5,28,12,1,3,6,-1,-1,-1,-1,-1,-1,-1
41,16,15,18,4,206.5,50,47,1,2,9,-2,6,-1,-1,-1,-1,-1
7,7,7,-1,-1,204,44,45,0,2,2,9,6,-1,-1,-1,-1,-1
40,14,41,17,28,2.5,44,13,0,9,6,-1,-1,-1,-1,-1,-1,-1
4,4,4,-1,-1,407.5,35,11,1,3,6,-1,-1,-1,-1,-1,-1,-1
16,43,51,44,0,198,-1,-1,0,2,2,-2,2,-2,3,7,-1,-1
4,7,10,-1,-1,205.5,50,3,1,3,4,3,4,3,2,6,-1,-1
48,20,41,18,6,432.1,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,187.8,26,21,1,3,4,3,4,4,6,-1,-1,-1
51,0,19,40,29,53,-1,-1,0,3,3,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,90.05,18,36,1,4,2,4,4,6,-1,-1,-1,-1
47,8,43,2,12,50,37,46,1,2,-2,4,9,6,-1,-1,-1,-1
5,9,9,-1,-1,92.55,-1,-1,0,2,3,2,3,7,-1,-1,-1,-1
48,9,43,10,15,420.1,39,42,0,2,4,2,-2,4,6,-1,-1,-1
4,6,9,-1,-1,199.3,32,40,1,3,4,2,3,4,6,-1,-1,-1
51,30,34,46,10,419.85,27,7,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,199.05,40,9,0,2,4,4,4,6,-1,-1,-1,-1
6,46,30,40,13,200,28,21,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,198,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
36,0,19,24,34,100.5,-1,-1,0,2,4,2,-2,2,3,7,-1,-1
4,6,9,-1,-1,162.7,4,44,1,3,4,4,3,4,2,6,-1,-1
26,50,18,19,42,198,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
4,7,9,-1,-1,232.5,39,46,1,3,4,3,4,2,6,-1,-1,-1
7,34,39,42,5,495.85,8,28,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,120.95,14,49,0,2,4,4,4,6,-1,-1,-1,-1
9,11,19,3,41,200,5,48,1,2,-2,4,4,4,6,-1,-1,-1
5,7,9,-1,-1,280,-1,-1,0,3,3,4,4,4,7,-1,-1,-1
21,3,20,9,27,201.5,23,19,0,2,2,-2,4,2,-2,6,-1,-1
4,7,9,-1,-1,209.5,-1,-1,1,3,4,3,4,4,3,7,-1,-1
45,49,23,47,35,458.85,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1
4,6,8,-1,-1,199,15,43,1,3,4,4,2,6,-1,-1,-1,-1
50,13,9,33,4,249,26,22,0,2,3,4,3,2,-2,6,-1,-1
5,7,9,-1,-1,228,24,25,1,2,-2,4,2,2,3,6,-1,-1
0,43,16,51,47,439.85,1,29,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,217,34,25,1,3,4,4,4,6,-1,-1,-1,-1
17,3,42,21,49,221,48,6,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,209.3,5,36,1,4,4,4,4,6,-1,-1,-1,-1
27,5,13,28,10,196.5,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
4,7,10,-1,-1,279,14,40,1,3,4,3,4,3,4,6,-1,-1
25,22,41,24,45,439.95,5,7,1,2,-2,2,3,4,3,4,6,-1
5,8,11,-1,-1,215.5,43,29,0,3,3,2,-2,2,-2,4,6,-1
11,41,25,47,38,200,34,12,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,312.5,49,3,0,3,4,4,4,6,-1,-1,-1,-1
50,44,38,13,30,198,37,12,0,2,4,2,-2,2,-2,6,-1,-1
4,6,9,-1,-1,314.3,-1,-1,1,3,4,2,3,2,3,7,-1,-1
50,14,43,20,16,237.8,39,35,0,2,2,-2,4,2,-2,6,-1,-1
4,7,9,-1,-1,190.3,48,7,1,3,4,3,4,4,3,6,-1,-1
23,44,6,40,11,112,41,25,1,3,4,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,326.1,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1
46,21,42,51,16,32,15,37,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,153.55,12,29,1,4,4,4,4,6,-1,-1,-1,-1
38,43,4,48,2,176.6,-1,-1,1,3,4,4,4,3,7,-1,-1,-1
4,6,8,-1,-1,244.1,36,29,0,2,4,4,2,-2,6,-1,-1,-1
32,25,37,0,21,202,28,38,1,2,-2,2,9,6,-1,-1,-1,-1
5,9,9,-1,-1,203.5,-1,-1,0,2,3,2,3,7,-1,-1,-1,-1
11,2,8,31,30,419.95,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,232.8,34,41,1,3,4,4,4,6,-1,-1,-1,-1
41,26,14,10,44,41.3,39,8,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,143.2,48,17,1,4,4,4,4,6,-1,-1,-1,-1
4,51,38,35,49,44.1,47,12,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,140.2,28,9,1,4,4,4,4,6,-1,-1,-1,-1
27,22,51,32,40,45.9,25,41,1,3,4,3,4,3,9,6,-1,-1
4,7,10,-1,-1,138.2,38,29,0,2,2,-2,2,-2,3,6,-1,-1
17,37,12,10,31,187.8,50,26,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,237.3,8,48,0,2,4,4,4,6,-1,-1,-1,-1
21,4,43,7,41,403.45,-1,-1,1,3,4,3,2,4,3,7,-1,-1
4,7,9,-1,-1,247.9,26,40,0,2,2,-2,3,2,-2,6,-1,-1
29,43,39,25,20,375.45,42,47,1,2,-2,2,4,4,6,-1,-1,-1
5,7,9,-1,-1,275.4,-1,-1,0,2,3,3,4,4,7,-1,-1,-1
32,28,3,7,15,188.8,12,48,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,235.8,33,46,0,2,2,-2,2,-2,4,6,-1,-1
2,14,0,32,40,173.9,43,51,0,2,2,-2,2,-2,4,6,-1,-1
4,7,10,-1,-1,243.7,10,34,1,3,4,3,4,3,4,6,-1,-1
41,43,50,15,5,415.95,-1,-1,0,2,4,2,-2,4,7,-1,-1,-1
4,6,9,-1,-1,234.4,20,51,1,3,4,2,3,4,6,-1,-1,-1
51,6,29,26,32,211.4,47,46,1,2,-2,4,2,4,6,-1,-1,-1
5,7,9,-1,-1,205.5,-1,-1,0,2,3,4,3,4,7,-1,-1,-1
2,40,51,38,4,155.8,50,46,0,2,2,-2,2,-2,2,-2,6,-1
4,7,10,-1,-1,268.3,43,39,1,3,4,3,4,3,4,3,6,-1
22,35,18,28,34,207.5,47,50,0,2,2,4,4,4,6,-1,-1,-1
6,8,10,-1,-1,202,40,46,1,2,3,4,4,4,6,-1,-1,-1
40,35,2,25,8,296.5,49,47,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,202,30,51,1,3,4,4,4,6,-1,-1,-1,-1
32,29,5,1,44,259,45,41,0,2,3,2,3,6,-1,-1,-1,-1
5,9,9,-1,-1,203.5,36,43,1,2,-2,4,9,6,-1,-1,-1,-1
26,45,2,16,8,462,11,9,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,200,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
40,28,23,0,36,292.5,42,10,0,3,3,3,4,2,-2,6,-1,-1
5,7,9,-1,-1,204,39,31,1,2,-2,2,4,4,3,6,-1,-1
18,15,14,38,26,421.45,24,19,0,2,2,-2,4,3,6,-1,-1,-1
4,7,9,-1,-1,224.4,7,51,1,3,4,3,4,2,6,-1,-1,-1
3,40,0,19,10,114.5,50,42,0,2,2,9,6,-1,-1,-1,-1,-1
7,7,7,-1,-1,214,48,39,1,2,9,-2,6,-1,-1,-1,-1,-1
10,15,2,13,7,143.1,41,19,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,197,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
32,40,44,21,35,227.5,33,36,1,3,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,201.8,-1,-1,0,2,4,3,3,7,-1,-1,-1,-1
25,9,48,51,16,165.8,21,27,1,3,2,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,245,-1,-1,0,2,3,3,4,7,-1,-1,-1,-1
4,41,28,29,1,244,32,16,1,3,2,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,251.5,7,44,0,2,3,3,4,6,-1,-1,-1,-1
30,44,38,9,39,202.2,24,43,0,2,4,3,2,-2,6,-1,-1,-1
4,6,8,-1,-1,193.6,14,47,1,3,4,2,4,3,6,-1,-1,-1
46,36,47,7,25,228,21,20,0,2,4,2,-2,4,6,-1,-1,-1
4,6,9,-1,-1,267,33,5,1,3,4,4,3,4,6,-1,-1,-1
4,45,44,40,49,174.8,26,46,0,3,3,3,2,-2,6,-1,-1,-1
4,6,8,-1,-1,234.6,-1,-1,1,4,2,2,4,3,7,-1,-1,-1
33,40,30,6,39,568.55,41,7,1,4,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,123.9,-1,-1,0,3,2,-2,4,4,7,-1,-1,-1
1,48,36,33,9,172.3,28,31,1,3,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,221.6,38,46,0,2,4,3,3,6,-1,-1,-1,-1
31,46,12,41,30,574.05,26,49,0,2,4,4,2,-2,6,-1,-1,-1
4,6,8,-1,-1,117.9,22,50,1,3,4,4,4,3,6,-1,-1,-1
27,22,29,14,10,16.6,20,17,1,3,2,2,9,6,-1,-1,-1,-1
4,6,8,-1,-1,151.3,-1,-1,0,2,3,3,3,7,-1,-1,-1,-1
39,25,12,18,8,254.8,38,4,0,3,3,2,-2,2,-2,4,6,-1
5,8,11,-1,-1,239,34,14,1,2,-2,2,3,4,3,4,6,-1
5,18,49,35,42,573.8,38,31,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,117.65,0,47,0,3,4,4,4,6,-1,-1,-1,-1
3,30,2,42,12,32.7,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,134.7,46,20,1,3,4,4,4,6,-1,-1,-1,-1
48,3,39,14,20,573.8,30,26,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,117.45,33,24,0,2,4,4,4,6,-1,-1,-1,-1
38,36,3,23,35,194.3,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,214.6,30,47,1,4,4,4,4,6,-1,-1,-1,-1
36,4,33,42,0,300.3,37,32,1,3,2,2,3,4,6,-1,-1,-1
4,6,9,-1,-1,193,31,24,0,2,3,2,-2,4,6,-1,-1,-1
8,40,12,42,0,159.3,20,13,1,3,2,2,3,2,6,-1,-1,-1
4,6,9,-1,-1,248.4,-1,-1,0,2,3,2,-2,3,7,-1,-1,-1
20,22,31,2,35,178.8,48,36,0,2,2,-2,2,-2,2,-2,6,-1
4,7,10,-1,-1,228.4,29,51,1,3,4,3,4,3,4,3,6,-1
3,44,5,1,0,256.7,39,45,1,3,4,2,4,3,2,6,-1,-1
4,8,11,-1,-1,233.5,23,47,0,2,2,3,2,-2,3,6,-1,-1
46,23,15,39,21,18,17,50,1,4,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,151.5,36,33,0,3,4,3,3,6,-1,-1,-1,-1
51,35,41,8,36,194,12,46,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,155.4,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
32,50,27,35,36,12,33,29,0,2,9,-2,6,-1,-1,-1,-1,-1
4,7,7,-1,-1,157,49,18,1,3,4,3,6,-1,-1,-1,-1,-1
13,47,26,28,14,259.45,36,50,0,2,2,-2,2,-2,2,-2,6,-1
4,7,10,-1,-1,230.25,1,45,1,3,4,3,4,3,4,3,6,-1
13,39,5,31,1,197.6,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1
4,6,8,-1,-1,151.4,3,23,1,3,4,2,4,6,-1,-1,-1,-1
23,22,42,32,38,141.2,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
4,7,10,-1,-1,263.7,40,35,1,3,4,3,4,3,4,6,-1,-1
35,48,30,27,51,195.45,-1,-1,0,3,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,293.75,0,32,1,4,4,3,4,4,6,-1,-1,-1
30,39,51,24,45,50.5,3,37,0,3,2,-2,4,4,6,-1,-1,-1
4,7,9,-1,-1,200,29,0,1,4,4,3,4,4,6,-1,-1,-1
9,3,32,14,12,382,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,336.5,51,26,1,3,4,3,4,4,6,-1,-1,-1
46,33,19,11,16,367,-1,-1,0,2,3,2,-2,4,4,7,-1,-1
5,8,10,-1,-1,351,39,36,1,2,-2,4,3,4,4,6,-1,-1
21,36,18,3,40,216,28,35,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,156.2,48,31,0,2,2,-2,4,4,6,-1,-1,-1
6,38,21,29,17,318,48,27,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,399.5,50,33,0,2,4,4,4,6,-1,-1,-1,-1
2,32,38,39,46,152.1,43,35,1,2,-2,4,4,4,6,-1,-1,-1
5,7,9,-1,-1,397.6,-1,-1,0,2,3,4,4,4,7,-1,-1,-1
24,34,14,18,22,68,-1,-1,0,3,3,2,9,7,-1,-1,-1,-1
5,9,9,-1,-1,222.5,28,31,1,2,-2,2,2,6,-1,-1,-1,-1
30,23,19,45,4,312,38,47,0,2,3,4,3,3,6,-1,-1,-1
5,7,9,-1,-1,405,37,49,1,2,-2,4,2,2,6,-1,-1,-1
48,28,38,49,3,16.8,26,32,1,2,-2,2,9,6,-1,-1,-1,-1
5,8,8,-1,-1,291,29,27,0,3,3,2,-2,6,-1,-1,-1,-1
29,3,4,7,17,158.5,50,5,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,242.7,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
31,34,19,42,26,159.6,36,16,1,3,4,4,3,4,6,-1,-1,-1
4,6,9,-1,-1,388.6,-1,-1,0,2,4,2,-2,4,7,-1,-1,-1
34,24,28,51,17,172.1,49,25,0,2,3,3,9,6,-1,-1,-1,-1
5,7,9,-1,-1,375.6,38,36,1,2,-2,2,9,6,-1,-1,-1,-1
49,22,32,17,44,55.95,-1,-1,0,2,2,-2,2,-2,3,7,-1,-1
4,7,10,-1,-1,307.3,40,37,1,3,4,3,4,3,2,6,-1,-1
42,22,31,37,35,168.4,39,32,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,231.2,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
39,24,42,1,0,181.9,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,217.2,50,7,1,4,4,4,4,6,-1,-1,-1,-1
17,36,26,42,13,35.5,39,38,1,9,6,-1,-1,-1,-1,-1,-1,-1
4,4,4,-1,-1,326.3,-1,-1,0,2,7,-1,-1,-1,-1,-1,-1,-1
48,36,15,25,50,200,23,27,1,4,4,4,3,4,6,-1,-1,-1
4,6,9,-1,-1,80,-1,-1,0,3,4,2,-2,4,7,-1,-1,-1
7,35,5,46,51,274.2,4,8,1,3,4,4,2,2,6,-1,-1,-1
4,6,10,-1,-1,270.5,-1,-1,0,2,4,2,3,3,7,-1,-1,-1
35,26,5,1,33,188.9,11,21,0,3,4,4,2,-2,6,-1,-1,-1
4,6,8,-1,-1,209,17,6,1,4,4,4,4,3,6,-1,-1,-1
27,46,7,30,48,208.6,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1
4,6,8,-1,-1,60.5,25,34,1,3,4,2,4,6,-1,-1,-1,-1
15,30,18,1,50,185.9,41,17,0,3,3,3,4,6,-1,-1,-1,-1
4,6,8,-1,-1,211.65,12,20,1,4,2,2,4,6,-1,-1,-1,-1
31,18,44,20,21,339.7,15,19,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,204.5,42,6,1,4,4,4,4,6,-1,-1,-1,-1
7,14,27,10,30,206,-1,-1,0,2,3,3,2,-2,7,-1,-1,-1
5,7,10,-1,-1,68,40,41,1,2,-2,2,2,9,6,-1,-1,-1
19,18,4,33,47,212,28,36,1,3,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,66.6,44,26,0,2,4,3,3,6,-1,-1,-1,-1
47,14,40,32,43,202,35,41,1,4,4,2,2,9,6,-1,-1,-1
4,6,8,-1,-1,86.1,-1,-1,0,3,4,3,2,9,7,-1,-1,-1
28,9,29,38,11,327.5,46,49,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,215.5,33,48,1,3,4,4,4,6,-1,-1,-1,-1
33,26,22,34,19,287.6,29,51,0,2,2,-2,4,2,-2,6,-1,-1
4,7,9,-1,-1,120,-1,-1,1,3,2,3,4,4,3,7,-1,-1
22,25,7,33,0,327.25,9,51,1,3,4,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,215.25,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1
20,31,22,8,23,340.75,41,45,0,2,3,3,4,4,6,-1,-1,-1
5,7,9,-1,-1,201.25,38,33,1,2,-2,2,4,4,6,-1,-1,-1
22,8,18,24,25,195.3,26,46,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,201,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
35,48,27,0,11,219.5,29,34,1,4,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,121.8,-1,-1,0,3,2,-2,2,-2,4,7,-1,-1
26,37,4,8,41,220.8,21,17,1,3,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,200,42,16,0,2,4,4,3,6,-1,-1,-1,-1
16,22,11,5,13,132,31,15,0,2,2,-2,3,3,6,-1,-1,-1
4,7,9,-1,-1,202,4,8,1,3,4,3,2,2,6,-1,-1,-1
6,51,43,38,8,200,47,39,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,214.5,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
1,32,21,44,20,188.4,5,41,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,230,9,39,1,4,4,4,4,6,-1,-1,-1,-1
42,37,29,30,19,296.4,51,31,1,2,-2,4,2,3,6,-1,-1,-1
5,7,10,-1,-1,42.8,48,28,0,3,3,4,9,-2,6,-1,-1,-1
2,3,39,30,43,370.25,28,44,0,2,4,2,-2,4,6,-1,-1,-1
4,6,9,-1,-1,214,18,16,1,3,4,4,3,4,6,-1,-1,-1
23,31,36,24,9,207.5,44,37,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,206.5,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
18,7,24,30,0,381.75,39,36,0,2,2,-2,3,3,6,-1,-1,-1
4,7,9,-1,-1,202,6,42,1,3,4,3,2,2,6,-1,-1,-1
32,25,20,0,51,335.9,28,21,1,4,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,69.1,26,36,0,3,2,-2,4,4,6,-1,-1,-1
49,32,31,46,42,221,28,43,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,200,21,23,1,3,4,4,4,6,-1,-1,-1,-1
44,13,9,31,14,302.75,24,35,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,35.35,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
22,34,29,48,14,322.4,47,32,1,3,4,2,9,6,-1,-1,-1,-1
4,8,10,-1,-1,81.1,17,50,0,2,2,3,9,6,-1,-1,-1,-1
44,1,29,5,38,295.55,48,51,1,2,2,-2,6,-1,-1,-1,-1,-1
7,7,7,-1,-1,41.85,39,36,0,3,2,9,6,-1,-1,-1,-1,-1
2,18,10,14,39,230.3,-1,-1,1,4,4,4,4,3,7,-1,-1,-1
4,6,8,-1,-1,172.2,6,47,0,3,4,4,2,-2,6,-1,-1,-1
24,18,20,16,30,161.75,26,34,1,3,4,2,4,2,6,-1,-1,-1
