Flop0,Flop1,Flop2,Turn,River,Chips,Hands0,Hands1,Action0,Action1,Action2,Action3,Action4,Action5,Action6,Action7,Action8,Action9
4,6,8,-1,-1,667.95,-1,-1,0,3,4,4,3,7,-1,-1,-1,-1
19,26,13,11,4,101.4,49,50,0,2,2,-2,2,-2,2,-2,6,-1
4,7,10,-1,-1,659.95,-1,-1,1,3,4,3,4,3,4,3,7,-1
1,25,20,43,48,118.4,18,16,1,3,2,3,4,2,3,6,-1,-1
4,7,9,-1,-1,641.95,35,51,0,2,2,-2,4,2,-2,6,-1,-1
37,43,45,49,5,233.45,-1,-1,0,3,2,-2,3,3,7,-1,-1,-1
4,7,9,-1,-1,365.15,13,17,1,4,2,3,2,2,6,-1,-1,-1
22,16,43,10,33,86.2,5,29,1,3,4,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,673.45,46,37,0,2,4,3,4,6,-1,-1,-1,-1
28,6,30,45,36,29.15,-1,-1,0,2,9,-2,7,-1,-1,-1,-1,-1
4,7,7,-1,-1,145.85,3,31,1,3,4,3,6,-1,-1,-1,-1,-1
24,50,29,11,34,191.95,46,14,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,403.65,47,18,0,2,4,4,4,6,-1,-1,-1,-1
8,33,17,37,40,46,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,173.5,16,48,1,3,4,3,4,4,6,-1,-1,-1
46,1,15,22,48,93.95,51,7,1,2,-2,2,3,4,3,2,9,6
5,8,11,-1,-1,801.15,13,50,0,3,3,2,-2,2,-2,2,3,6
50,32,15,0,6,193.7,16,8,1,3,4,4,3,4,6,-1,-1,-1
4,6,9,-1,-1,401.4,-1,-1,0,2,4,2,-2,4,7,-1,-1,-1
4,35,16,27,38,237.5,50,5,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,219,29,49,1,3,4,4,4,6,-1,-1,-1,-1
36,2,26,44,3,225.9,21,1,1,4,2,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,50.9,-1,-1,0,3,3,4,3,7,-1,-1,-1,-1
51,10,30,24,18,241.4,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1
4,6,8,-1,-1,34.9,17,9,1,3,4,4,2,6,-1,-1,-1,-1
23,8,37,45,42,217.4,-1,-1,0,2,3,4,4,3,7,-1,-1,-1
5,7,9,-1,-1,57.5,47,49,1,2,-2,4,4,2,6,-1,-1,-1
19,9,8,14,0,200,13,1,1,4,2,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,75,17,36,0,3,3,3,4,6,-1,-1,-1,-1
46,17,27,18,15,203,36,38,0,2,4,3,2,-2,6,-1,-1,-1
4,6,8,-1,-1,87.5,-1,-1,1,3,4,2,4,3,7,-1,-1,-1
35,10,45,4,30,225.7,-1,-1,0,2,3,3,3,7,-1,-1,-1,-1
4,6,8,-1,-1,365.9,5,7,1,3,2,2,2,6,-1,-1,-1,-1
10,21,14,7,39,144.7,30,38,1,3,4,4,3,4,6,-1,-1,-1
4,6,9,-1,-1,445.9,-1,-1,0,2,4,2,-2,4,7,-1,-1,-1
12,2,14,32,8,123.6,23,20,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,890.6,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
24,51,17,44,36,135.1,6,49,0,2,4,3,3,6,-1,-1,-1,-1
4,6,8,-1,-1,878.6,45,9,1,3,4,2,2,6,-1,-1,-1,-1
16,1,44,47,29,121,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,85.55,4,25,1,4,4,4,4,6,-1,-1,-1,-1
13,37,39,14,48,120,28,31,0,2,2,-2,4,4,6,-1,-1,-1
4,7,9,-1,-1,86.35,9,5,1,3,4,3,4,4,6,-1,-1,-1
38,20,17,21,4,164.1,36,50,0,2,2,-2,4,3,6,-1,-1,-1
4,7,9,-1,-1,848.6,37,2,1,3,4,3,4,2,6,-1,-1,-1
38,7,33,20,0,189.6,43,45,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,822.6,23,24,0,2,2,-2,4,4,6,-1,-1,-1
46,12,35,14,30,253,29,13,1,4,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,34.6,-1,-1,0,3,4,3,3,7,-1,-1,-1,-1
1,48,10,5,6,130.9,-1,-1,0,2,3,4,4,4,7,-1,-1,-1
5,7,9,-1,-1,90.55,41,42,1,2,-2,4,4,4,6,-1,-1,-1
18,11,4,26,20,183.1,49,25,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,828.1,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
46,25,2,17,27,152.7,45,28,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,436.4,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
0,14,44,3,36,198.2,6,32,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,812.1,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
0,22,19,23,5,168.2,50,33,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,420.4,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
12,43,11,38,35,116.7,10,49,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,184.05,16,18,0,2,2,-2,4,4,6,-1,-1,-1
39,38,30,1,25,101.7,26,18,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,198.55,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
36,49,17,10,22,202,41,7,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,808.1,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
44,6,48,29,51,266.5,20,45,1,9,-2,6,-1,-1,-1,-1,-1,-1
5,5,5,-1,-1,20.4,49,7,0,3,9,6,-1,-1,-1,-1,-1,-1
11,32,43,18,0,850.8,25,50,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,201.8,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
24,5,34,2,16,436.5,27,46,1,3,2,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,288.5,-1,-1,0,2,3,4,4,7,-1,-1,-1,-1
35,22,11,34,45,688.6,29,25,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,217,3,40,0,2,2,-2,4,4,6,-1,-1,-1
27,14,29,35,39,871.8,20,51,0,3,4,3,3,6,-1,-1,-1,-1
4,6,8,-1,-1,200,31,37,1,4,4,2,2,6,-1,-1,-1,-1
40,24,22,26,43,685.1,-1,-1,0,2,3,3,4,4,7,-1,-1,-1
5,7,9,-1,-1,226.5,50,45,1,2,-2,2,4,4,6,-1,-1,-1
45,7,48,0,18,860.4,29,41,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,227,3,37,0,2,4,4,4,6,-1,-1,-1,-1
17,46,24,20,51,906.2,6,7,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,204.8,42,23,0,2,4,4,4,6,-1,-1,-1,-1
33,0,29,35,40,900.2,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,210.3,32,30,1,4,4,4,4,6,-1,-1,-1,-1
14,23,22,10,24,875.9,20,46,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,231.4,21,41,0,2,2,-2,2,-2,4,6,-1,-1
43,2,35,9,8,599.1,25,50,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,308,16,32,0,2,2,-2,4,4,6,-1,-1,-1
4,7,10,28,39,911.4,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,200,32,46,1,4,4,4,4,6,-1,-1,-1,-1
30,24,41,6,19,909.4,33,40,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,201.8,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
31,2,21,1,25,947.3,26,51,1,3,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,201,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1
35,42,21,29,12,962.1,45,37,1,2,-2,2,2,9,6,-1,-1,-1
5,7,9,-1,-1,202,-1,-1,0,2,3,3,3,9,7,-1,-1,-1
25,9,22,20,45,1163.6,37,0,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,200,7,19,1,4,4,4,4,6,-1,-1,-1,-1
37,26,4,3,16,200,34,33,0,2,2,-2,2,-2,4,6,-1,-1
4,7,10,-1,-1,161,30,25,1,3,4,3,4,3,4,6,-1,-1
40,46,28,43,19,1178.9,45,36,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,210.5,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
38,18,14,19,29,575.1,13,15,0,2,3,3,3,2,-2,6,-1,-1
5,7,9,-1,-1,329.5,-1,-1,1,2,-2,2,2,2,9,7,-1,-1
15,0,7,10,5,1216.3,-1,-1,0,3,4,3,3,7,-1,-1,-1,-1
4,6,8,-1,-1,200.8,17,25,1,4,4,2,2,6,-1,-1,-1,-1
43,48,23,19,38,79.25,24,44,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,126,10,20,0,2,4,4,4,6,-1,-1,-1,-1
12,39,31,15,22,67.25,-1,-1,0,2,2,-2,2,3,4,7,-1,-1
4,7,11,-1,-1,137.2,38,35,1,3,4,3,4,2,4,6,-1,-1
46,7,25,15,1,169.45,-1,-1,1,3,4,3,4,2,4,3,7,-1
4,7,11,-1,-1,108,47,51,0,2,2,-2,2,3,2,-2,6,-1
1,17,5,27,11,39.25,6,8,1,9,-2,6,-1,-1,-1,-1,-1,-1
5,5,5,-1,-1,164.7,-1,-1,0,2,3,7,-1,-1,-1,-1,-1,-1
45,1,21,27,18,200.8,13,12,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,148.5,36,31,1,4,4,4,4,6,-1,-1,-1,-1
36,3,7,9,1,202.6,13,8,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,146.5,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
25,50,36,17,39,202.2,20,43,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,146.1,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
34,16,36,3,30,198,31,24,1,4,4,4,3,4,6,-1,-1,-1
4,6,9,-1,-1,149.6,-1,-1,0,3,4,2,-2,4,7,-1,-1,-1
10,46,33,35,43,71,13,12,0,2,4,3,4,6,-1,-1,-1,-1
4,6,8,-1,-1,131.95,31,27,1,3,4,2,4,6,-1,-1,-1,-1
8,15,47,7,41,203.3,50,31,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,143.6,32,4,0,3,4,4,4,6,-1,-1,-1,-1
9,5,10,15,32,201.3,25,45,0,3,2,-2,4,2,-2,6,-1,-1
4,7,9,-1,-1,145.4,13,18,1,4,2,3,4,4,3,6,-1,-1
49,25,12,18,24,184.8,29,40,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,160.4,30,5,1,4,4,4,4,6,-1,-1,-1,-1
1,18,30,10,43,186.6,28,26,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,158.4,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
16,39,10,38,22,188.4,-1,-1,0,3,3,4,3,7,-1,-1,-1,-1
4,6,8,-1,-1,156.4,14,7,1,4,2,4,2,6,-1,-1,-1,-1
11,17,24,33,3,163.8,-1,-1,0,3,4,4,2,3,7,-1,-1,-1
4,6,8,-1,-1,179.7,29,21,1,4,4,4,4,2,6,-1,-1,-1
13,8,9,11,14,200,25,31,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,196.2,18,26,0,3,4,4,4,6,-1,-1,-1,-1
20,17,35,16,41,198.9,37,49,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,197.1,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
26,16,23,12,39,199.7,42,4,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,196.1,46,7,0,3,4,4,4,6,-1,-1,-1,-1
17,9,36,24,13,193.7,21,44,1,4,4,4,4,3,6,-1,-1,-1
4,6,8,-1,-1,201.7,33,20,0,3,4,4,2,-2,6,-1,-1,-1
44,9,47,31,43,187.45,17,15,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,206.95,34,14,0,3,4,4,4,6,-1,-1,-1,-1
6,28,23,47,39,192.95,32,16,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,200.05,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
49,45,39,11,24,196,44,43,1,2,-2,2,4,3,4,3,6,-1
5,7,10,-1,-1,123.65,16,40,0,3,3,3,2,-2,2,-2,6,-1
6,50,16,38,12,193.75,42,51,1,4,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,199.05,-1,-1,0,3,4,4,3,7,-1,-1,-1,-1
19,39,36,12,50,234.5,18,51,1,4,4,4,3,4,3,6,-1,-1
4,6,9,-1,-1,84.45,26,14,0,3,4,2,-2,2,-2,6,-1,-1
40,3,2,29,8,185.4,6,16,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,206.15,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
25,31,34,26,38,187.2,20,44,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,204.15,7,9,1,4,4,4,4,6,-1,-1,-1,-1
12,5,28,37,2,241.8,4,45,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,76.45,34,38,0,2,2,-2,2,-2,4,6,-1,-1
45,2,31,20,38,199,27,0,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,246.65,3,39,0,3,4,4,4,6,-1,-1,-1,-1
51,45,38,20,1,287.2,31,23,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,152.1,26,27,0,3,4,4,4,6,-1,-1,-1,-1
34,9,25,29,3,285.2,47,11,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,153.9,2,51,1,3,4,4,4,6,-1,-1,-1,-1
50,41,20,40,31,302.2,11,19,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,135.9,22,14,0,3,4,4,4,6,-1,-1,-1,-1
40,39,31,1,26,229.8,-1,-1,0,2,4,2,-2,3,7,-1,-1,-1
4,6,9,-1,-1,51.65,33,9,1,3,4,4,3,2,6,-1,-1,-1
48,31,19,38,23,216.8,-1,-1,0,2,4,4,2,3,7,-1,-1,-1
5,7,9,-1,-1,64.15,43,3,1,3,4,4,2,9,6,-1,-1,-1
46,3,25,4,27,302.2,6,14,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,135.3,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
15,8,4,6,0,304,-1,-1,0,2,3,2,-2,4,4,7,-1,-1
5,8,10,-1,-1,133.3,47,48,1,2,-2,4,3,4,4,6,-1,-1
31,11,38,35,20,278,-1,-1,1,4,2,4,4,3,7,-1,-1,-1
4,6,8,-1,-1,158.8,28,36,0,3,3,4,2,-2,6,-1,-1,-1
10,22,38,43,49,271.5,42,27,1,4,4,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,164.3,-1,-1,0,3,4,3,4,7,-1,-1,-1,-1
51,15,22,21,1,208.5,25,29,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,194,36,32,0,2,2,-2,4,4,6,-1,-1,-1
50,23,47,19,34,194.5,30,31,0,2,2,-2,4,4,6,-1,-1,-1
4,7,9,-1,-1,207.5,40,20,1,3,4,3,4,4,6,-1,-1,-1
6,38,49,32,12,264.8,30,25,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,169.6,29,44,0,3,4,4,4,6,-1,-1,-1,-1
23,20,7,46,9,119.35,-1,-1,0,2,2,-2,2,-2,3,7,-1,-1
4,7,10,-1,-1,157,17,15,1,3,4,3,4,3,2,6,-1,-1
33,38,14,7,9,199,42,6,0,2,3,3,4,4,6,-1,-1,-1
5,7,9,-1,-1,202.5,49,17,1,2,-2,2,4,4,6,-1,-1,-1
23,43,6,33,1,267.8,19,39,1,4,2,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,166.4,17,42,0,3,3,3,4,6,-1,-1,-1,-1
11,7,26,29,33,200,19,25,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,120,39,27,0,2,2,-2,2,-2,4,6,-1,-1
51,15,34,0,49,180,33,37,1,3,4,2,2,4,3,6,-1,-1
4,8,10,-1,-1,139.5,8,10,0,2,2,3,3,2,-2,6,-1,-1
20,21,0,44,8,209.5,32,35,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,200,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
11,23,46,49,4,101.35,-1,-1,0,2,3,4,4,4,7,-1,-1,-1
5,7,9,-1,-1,172.6,40,41,1,2,-2,4,4,4,6,-1,-1,-1
43,35,1,31,42,241.5,48,18,1,4,4,3,4,3,4,3,6,-1
4,7,10,-1,-1,155.15,5,46,0,3,2,-2,2,-2,2,-2,6,-1
32,33,43,13,35,273.1,18,1,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,159.9,2,44,0,3,4,4,4,6,-1,-1,-1,-1
47,50,41,18,43,93.85,-1,-1,1,3,4,2,2,3,7,-1,-1,-1
4,6,8,-1,-1,178.6,36,42,0,2,4,3,2,-2,6,-1,-1,-1
11,16,9,29,42,277.6,47,51,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,154.7,24,0,1,3,4,4,4,6,-1,-1,-1,-1
8,3,12,23,2,289.6,34,50,1,2,-2,4,4,4,6,-1,-1,-1
5,7,9,-1,-1,141.7,-1,-1,0,3,3,4,4,4,7,-1,-1,-1
49,31,37,17,29,293.1,23,34,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,137.2,44,4,0,3,4,4,4,6,-1,-1,-1,-1
22,17,0,24,50,330.1,28,2,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,98.8,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
3,7,40,11,38,331.9,-1,-1,0,2,3,4,4,4,7,-1,-1,-1
5,7,9,-1,-1,96.8,37,44,1,2,-2,4,4,4,6,-1,-1,-1
10,9,1,39,38,318.9,31,24,0,2,4,4,2,-2,6,-1,-1,-1
4,6,8,-1,-1,109.3,5,50,1,3,4,4,4,3,6,-1,-1,-1
2,22,47,33,1,258.65,38,49,1,3,4,3,4,4,3,6,-1,-1
4,7,9,-1,-1,132.25,51,8,0,2,2,-2,4,2,-2,6,-1,-1
1,48,47,11,3,317.4,40,6,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,109.8,14,12,0,3,4,4,4,6,-1,-1,-1,-1
15,4,17,27,20,198,16,26,0,2,4,3,4,6,-1,-1,-1,-1
4,6,8,-1,-1,202,12,51,1,3,4,2,4,6,-1,-1,-1,-1
18,24,30,6,29,294.4,8,34,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,132.1,46,43,0,3,4,4,4,6,-1,-1,-1,-1
8,31,12,2,9,214.3,16,32,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,200,47,14,0,2,2,-2,2,-2,4,6,-1,-1
34,15,48,21,30,243,4,7,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,200,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
3,51,45,47,44,297.4,12,16,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,128.9,38,10,0,3,4,4,4,6,-1,-1,-1,-1
0,32,40,48,33,297.4,4,46,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,128.7,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
23,44,48,26,15,178.3,-1,-1,0,3,4,3,4,7,-1,-1,-1,-1
4,6,8,-1,-1,235.5,16,14,1,4,4,2,4,6,-1,-1,-1,-1
17,36,49,13,20,298.2,8,21,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,127.7,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
28,5,23,46,25,245.5,44,38,0,2,4,3,3,6,-1,-1,-1,-1
4,6,8,-1,-1,203,31,41,1,3,4,2,2,6,-1,-1,-1,-1
42,34,19,43,51,305,-1,-1,1,2,-2,2,4,4,3,7,-1,-1
5,7,9,-1,-1,120.7,40,4,0,3,3,3,4,2,-2,6,-1,-1
11,37,39,34,15,30.1,-1,-1,0,3,3,4,4,4,7,-1,-1,-1
5,7,9,-1,-1,94.7,45,43,1,2,-2,4,4,4,6,-1,-1,-1
22,19,31,30,45,289.8,-1,-1,1,4,2,2,4,3,7,-1,-1,-1
4,6,8,-1,-1,133.5,29,38,0,3,3,3,2,-2,6,-1,-1,-1
8,21,23,35,24,162.8,4,28,1,3,4,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,248.55,50,39,0,2,4,3,4,6,-1,-1,-1,-1
31,8,15,38,39,50,40,28,1,2,-2,2,9,6,-1,-1,-1,-1
5,8,8,-1,-1,80,-1,-1,0,3,3,9,-2,7,-1,-1,-1,-1
10,23,1,48,24,101.3,5,49,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,78,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
11,1,27,51,47,110.8,-1,-1,1,4,2,3,4,3,4,3,7,-1
4,7,10,-1,-1,147.5,43,8,0,3,2,-2,2,-2,2,-2,6,-1
16,27,7,40,30,274.3,15,9,1,4,2,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,147.5,19,51,0,3,2,-2,4,4,6,-1,-1,-1
21,44,8,16,17,74.4,46,14,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,183,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
13,11,15,40,50,96.9,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,160,22,47,1,3,4,4,4,6,-1,-1,-1,-1
9,10,34,17,39,92.7,36,23,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,163.5,12,47,1,3,4,4,4,6,-1,-1,-1,-1
29,5,13,47,21,98.2,-1,-1,1,3,4,3,4,3,4,3,7,-1
4,7,10,-1,-1,157.5,49,36,0,2,2,-2,2,-2,2,-2,6,-1
37,7,18,19,1,267.3,-1,-1,0,2,3,4,4,3,7,-1,-1,-1
5,7,9,-1,-1,153.8,49,46,1,2,-2,4,4,2,6,-1,-1,-1
16,37,21,44,45,163.6,32,27,1,3,4,2,4,6,-1,-1,-1,-1
4,6,8,-1,-1,247.05,50,43,0,2,4,3,4,6,-1,-1,-1,-1
40,17,50,2,10,247.3,19,44,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,173.3,27,43,0,3,4,4,4,6,-1,-1,-1,-1
4,2,37,35,14,200,51,47,1,2,-2,6,-1,-1,-1,-1,-1,-1
5,5,5,-1,-1,40,-1,-1,0,2,9,7,-1,-1,-1,-1,-1,-1
14,6,44,2,22,244.3,5,16,1,4,2,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,176.1,39,47,0,3,3,4,4,6,-1,-1,-1,-1
45,20,16,39,49,153.4,18,40,1,3,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,256.55,51,41,0,2,4,4,3,6,-1,-1,-1,-1
26,46,20,8,31,241.5,35,42,1,4,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,38,18,10,0,3,2,-2,4,4,6,-1,-1,-1
23,45,6,2,19,28.6,51,42,0,2,9,6,-1,-1,-1,-1,-1,-1
5,5,5,-1,-1,225.5,49,32,1,9,-2,6,-1,-1,-1,-1,-1,-1
26,20,45,38,29,237.5,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
4,7,10,-1,-1,41.65,27,34,1,3,4,3,4,3,4,6,-1,-1
40,43,36,46,24,236.5,39,44,1,3,4,4,3,4,3,6,-1,-1
4,6,9,-1,-1,236,21,47,0,2,4,2,-2,2,-2,6,-1,-1
13,38,21,29,33,252.8,30,28,1,2,3,4,3,4,4,6,-1,-1
6,9,11,-1,-1,166.6,-1,-1,0,3,2,2,-2,4,4,7,-1,-1
24,14,45,36,1,216.5,48,35,1,2,9,-2,6,-1,-1,-1,-1,-1
7,7,7,-1,-1,184.5,49,50,0,2,2,9,6,-1,-1,-1,-1,-1
9,47,32,3,12,200,49,2,0,2,4,2,-2,4,6,-1,-1,-1
4,6,9,-1,-1,368.5,23,31,1,3,4,4,3,4,6,-1,-1,-1
1,33,36,29,13,284.3,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,134.6,28,50,1,3,4,4,4,6,-1,-1,-1,-1
11,21,47,40,41,225.75,46,33,1,4,2,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,52.15,44,36,0,3,3,3,3,6,-1,-1,-1,-1
20,4,24,36,50,205.75,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,71.65,30,44,1,3,4,4,4,6,-1,-1,-1,-1
30,10,50,11,39,159.9,-1,-1,0,2,3,4,3,4,7,-1,-1,-1
5,7,9,-1,-1,249.05,51,41,1,2,-2,4,2,4,6,-1,-1,-1
39,29,32,33,43,216.25,9,41,0,2,3,4,2,-2,6,-1,-1,-1
4,6,8,-1,-1,255.25,51,24,1,3,2,4,2,3,6,-1,-1,-1
14,49,19,30,21,91.2,-1,-1,1,2,-2,4,4,4,3,7,-1,-1
5,7,9,-1,-1,160.5,13,20,0,3,3,4,4,2,-2,6,-1,-1
37,38,0,35,30,288.8,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,129.1,48,3,1,3,4,4,4,6,-1,-1,-1,-1
18,50,3,35,12,284.6,29,31,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,132.6,2,46,1,3,4,4,4,6,-1,-1,-1,-1
18,31,24,8,37,139.25,34,45,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,331.75,41,19,0,2,4,4,4,6,-1,-1,-1,-1
44,23,39,12,31,290.1,4,3,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,126.6,27,36,0,3,4,4,4,6,-1,-1,-1,-1
31,4,29,43,27,81,10,32,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,168.5,44,0,0,3,4,4,4,6,-1,-1,-1,-1
8,1,30,4,45,75,5,19,1,4,4,4,3,4,6,-1,-1,-1
4,6,9,-1,-1,174.3,10,18,0,3,4,2,-2,4,6,-1,-1,-1
46,15,6,21,18,202,31,43,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,335.25,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
7,22,14,45,39,299.9,0,18,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,116.4,40,35,0,3,4,4,4,6,-1,-1,-1,-1
28,6,43,31,18,72.8,4,29,1,4,2,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,175.8,-1,-1,0,3,3,3,3,7,-1,-1,-1,-1
1,49,34,11,4,139.4,7,30,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,267.55,43,28,1,3,4,4,4,6,-1,-1,-1,-1
15,9,19,51,13,143,6,5,1,3,4,4,3,4,6,-1,-1,-1
4,6,9,-1,-1,263.55,29,48,0,2,4,2,-2,4,6,-1,-1,-1
0,21,31,4,46,208.5,42,35,0,2,2,-2,4,4,6,-1,-1,-1
