Flop0,Flop1,Flop2,Turn,River,Chips,Hands0,Hands1,Action0,Action1,Action2,Action3,Action4,Action5,Action6,Action7,Action8,Action9,,
5,7,9,-1,-1,10.8,24,12,1,2,-2,4,2,4,6,-1,-1,-1,,
44,13,28,6,15,17.65,47,19,1,4,2,3,4,3,4,6,-1,-1,,
4,7,10,-1,-1,17.05,-1,-1,0,3,2,-2,2,-2,4,7,-1,-1,,
6,16,29,38,41,22.65,-1,-1,0,3,3,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,11.55,12,21,1,4,2,4,4,6,-1,-1,-1,-1,,
6,28,48,39,3,5.7,35,31,0,3,4,3,3,6,-1,-1,-1,-1,,
4,6,8,-1,-1,13.1,32,30,1,4,4,2,2,6,-1,-1,-1,-1,,
11,29,42,3,19,6.35,38,5,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,12.3,14,16,0,3,4,4,4,6,-1,-1,-1,-1,,
26,43,41,14,9,24.8,40,30,1,4,4,2,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,7.4,-1,-1,0,3,4,3,3,7,-1,-1,-1,-1,,
18,41,45,36,26,14.9,-1,-1,0,3,4,2,-2,4,7,-1,-1,-1,,
4,6,9,-1,-1,12.75,37,31,1,4,4,4,3,4,6,-1,-1,-1,,
44,19,6,32,41,28,43,8,0,3,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,3.9,-1,-1,1,4,4,4,4,3,7,-1,-1,-1,,
33,8,40,17,29,22.3,28,14,0,3,4,4,3,6,-1,-1,-1,-1,,
4,6,8,-1,-1,11.75,12,30,1,4,4,4,2,6,-1,-1,-1,-1,,
37,36,23,47,33,7.55,-1,-1,0,3,2,-2,4,4,7,-1,-1,-1,,
4,7,9,-1,-1,16.85,9,21,1,4,4,3,4,4,6,-1,-1,-1,,
11,30,29,22,26,28.95,43,8,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,2.9,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
2,8,32,40,9,13,27,26,1,2,-2,2,4,3,2,6,-1,-1,,
5,7,10,-1,-1,30,17,43,0,2,3,3,2,-2,3,6,-1,-1,,
17,10,44,5,49,16.3,34,47,0,3,2,-2,2,-2,4,6,-1,-1,,
4,7,10,-1,-1,11.2,9,24,1,4,4,3,4,3,4,6,-1,-1,,
13,51,27,32,34,19.5,31,26,1,4,4,3,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,14.25,-1,-1,0,3,2,-2,4,4,7,-1,-1,-1,,
18,26,38,32,2,3.8,-1,-1,0,3,3,3,9,7,-1,-1,-1,-1,,
5,7,9,-1,-1,20.25,39,41,1,2,-2,2,2,6,-1,-1,-1,-1,,
50,40,41,27,6,3,42,45,1,9,6,-1,-1,-1,-1,-1,-1,-1,,
4,4,4,-1,-1,39.45,-1,-1,0,2,7,-1,-1,-1,-1,-1,-1,-1,,
50,12,18,29,7,20.95,5,44,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,12.75,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
31,40,19,32,48,79.9,-1,-1,0,2,3,3,2,-2,7,-1,-1,-1,,
5,7,10,-1,-1,50,30,28,1,2,-2,2,2,9,6,-1,-1,-1,,
51,9,41,14,34,21.15,22,21,1,3,4,3,4,4,3,6,-1,-1,,
4,7,9,-1,-1,12.5,28,39,0,2,2,-2,4,2,-2,6,-1,-1,,
21,9,12,39,35,16.95,-1,-1,0,3,2,-2,2,-2,4,7,-1,-1,,
4,7,10,-1,-1,10.35,18,34,1,4,4,3,4,3,4,6,-1,-1,,
7,6,44,49,15,29.9,47,25,1,3,2,2,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,99.5,39,51,0,2,3,3,3,6,-1,-1,-1,-1,,
3,28,2,11,8,16.65,21,39,1,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,10.5,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1,,
29,26,17,41,16,27.6,11,6,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,5.5,15,44,0,3,4,4,4,6,-1,-1,-1,-1,,
45,39,26,41,27,20.35,15,17,1,2,-2,4,4,4,6,-1,-1,-1,,
5,7,9,-1,-1,23.15,32,0,0,3,3,4,4,4,6,-1,-1,-1,,
36,51,26,32,39,73.45,17,24,0,3,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,12.4,4,27,1,4,4,4,4,3,6,-1,-1,-1,,
4,22,47,13,2,84.15,31,33,1,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,41.15,42,51,0,2,4,4,4,6,-1,-1,-1,-1,,
50,10,31,34,12,27.1,-1,-1,0,3,2,3,3,3,7,-1,-1,-1,,
4,8,10,-1,-1,5.95,30,42,1,4,4,2,2,9,6,-1,-1,-1,,
46,19,15,20,14,16.2,34,36,1,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,35.1,41,35,0,2,4,4,4,6,-1,-1,-1,-1,,
1,20,15,28,18,73.4,10,13,1,3,4,3,4,3,4,6,-1,-1,,
4,7,10,-1,-1,32.4,29,45,0,2,2,-2,2,-2,4,6,-1,-1,,
7,43,4,21,0,21.15,49,46,1,2,-2,2,4,4,6,-1,-1,-1,,
5,7,9,-1,-1,11.4,-1,-1,0,3,3,3,4,4,7,-1,-1,-1,,
2,25,49,14,44,82.65,17,10,0,2,2,-2,4,2,-2,6,-1,-1,,
4,7,9,-1,-1,42.5,37,51,1,3,4,3,4,4,3,6,-1,-1,,
29,49,5,30,4,24.35,27,10,1,4,4,4,4,3,6,-1,-1,-1,,
4,6,8,-1,-1,7.9,16,32,0,3,4,4,2,-2,6,-1,-1,-1,,
19,22,25,15,5,51.35,16,29,1,3,4,3,4,2,6,-1,-1,-1,,
4,7,9,-1,-1,103.75,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1,,
46,32,25,49,4,24.1,26,47,1,4,4,2,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,8.1,-1,-1,0,3,4,3,3,7,-1,-1,-1,-1,,
17,28,50,36,24,26.85,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,5.1,26,1,1,4,4,4,4,6,-1,-1,-1,-1,,
28,49,34,30,40,24.35,-1,-1,1,3,4,3,4,2,3,7,-1,-1,,
4,7,9,-1,-1,50.4,45,38,0,2,2,-2,4,2,-2,6,-1,-1,,
1,47,11,33,23,77,5,21,0,2,4,3,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,47.5,28,42,1,3,4,2,4,6,-1,-1,-1,-1,,
45,49,37,30,10,22.95,48,36,1,4,2,2,2,2,6,-1,-1,-1,,
4,8,10,-1,-1,20.1,1,5,0,3,2,3,3,3,6,-1,-1,-1,,
41,49,47,24,36,17.2,34,12,0,3,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,9.2,-1,-1,1,4,4,4,4,3,7,-1,-1,-1,,
17,48,22,33,47,11,37,43,0,3,3,4,4,4,6,-1,-1,-1,,
6,8,10,-1,-1,9,25,24,1,2,-2,4,4,4,6,-1,-1,-1,,
37,19,21,24,41,57.05,44,42,0,2,4,3,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,96.7,-1,-1,1,3,4,2,4,3,7,-1,-1,-1,,
13,26,11,22,43,26.1,-1,-1,1,3,4,3,4,4,3,7,-1,-1,,
4,7,9,-1,-1,5.8,37,40,0,2,2,-2,4,2,-2,6,-1,-1,,
42,10,6,8,33,15.9,50,1,1,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,26.6,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1,,
18,19,9,48,0,11.85,25,36,0,3,3,4,4,4,6,-1,-1,-1,,
5,7,9,-1,-1,15.95,35,23,1,2,-2,4,4,4,6,-1,-1,-1,,
34,22,19,31,6,80.3,42,18,1,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,43.75,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1,,
36,16,13,11,0,9.25,39,47,0,3,9,6,-1,-1,-1,-1,-1,-1,,
5,5,5,-1,-1,13.6,17,19,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
44,42,29,45,34,71.5,41,40,0,2,9,6,-1,-1,-1,-1,-1,-1,,
6,6,6,-1,-1,32.75,35,32,1,2,9,6,-1,-1,-1,-1,-1,-1,,
11,38,6,2,24,60.3,29,1,1,4,4,2,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,92.65,45,26,0,3,4,3,3,6,-1,-1,-1,-1,,
23,5,25,12,27,48.5,0,13,0,2,2,-2,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,34.75,3,11,1,3,4,3,4,4,6,-1,-1,-1,,
44,15,30,0,22,58.8,50,46,0,2,4,2,-2,2,-2,6,-1,-1,,
4,6,9,-1,-1,94.05,-1,-1,1,3,4,2,3,4,3,7,-1,-1,,
37,28,51,43,9,11.4,22,42,1,3,4,4,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,16.05,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1,,
21,2,47,22,18,18.25,40,48,1,2,-2,2,2,2,6,-1,-1,-1,,
5,7,9,-1,-1,23.75,10,11,0,3,3,3,3,3,6,-1,-1,-1,,
1,37,22,17,45,9.25,40,36,1,3,4,9,6,-1,-1,-1,-1,-1,,
4,8,8,-1,-1,23.1,3,39,0,2,2,3,6,-1,-1,-1,-1,-1,,
11,48,0,41,40,103.75,35,49,1,3,4,3,4,3,4,3,6,-1,,
4,7,10,-1,-1,40,33,19,0,2,2,-2,2,-2,2,-2,6,-1,,
43,6,7,27,13,12.8,33,30,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,14.55,20,29,1,4,4,4,4,6,-1,-1,-1,-1,,
26,35,39,32,4,55.8,41,44,1,2,-2,2,2,2,6,-1,-1,-1,,
5,7,9,-1,-1,26.75,25,21,0,3,3,3,3,3,6,-1,-1,-1,,
10,45,15,47,26,44.3,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
5,7,9,-1,-1,37.75,37,51,1,4,4,4,4,6,-1,-1,-1,-1,,
42,12,30,20,4,16.45,43,14,1,4,2,2,2,3,6,-1,-1,-1,,
5,7,9,-1,-1,10.55,40,25,0,3,3,3,2,-2,6,-1,-1,-1,,
4,15,5,2,23,35.3,51,20,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,32.6,45,9,1,4,4,4,4,6,-1,-1,-1,-1,,
10,1,28,15,5,165.45,39,29,0,3,2,-2,4,3,6,-1,-1,-1,,
4,7,9,-1,-1,7.55,47,3,1,4,2,3,4,2,6,-1,-1,-1,,
34,44,4,14,49,117.25,-1,-1,0,3,4,3,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,26,6,18,1,4,4,2,4,6,-1,-1,-1,-1,,
45,49,22,39,48,92.75,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,30.35,14,47,1,3,4,4,4,6,-1,-1,-1,-1,,
1,13,26,27,0,70.4,6,50,1,2,-2,4,3,4,2,6,-1,-1,,
5,8,10,-1,-1,81.65,15,49,0,3,3,2,-2,4,3,6,-1,-1,,
48,40,49,32,15,46,2,41,1,4,4,2,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,35.6,-1,-1,0,3,4,3,4,7,-1,-1,-1,-1,,
42,8,24,34,36,37.15,43,21,1,3,2,2,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,30.6,-1,-1,0,2,3,3,3,7,-1,-1,-1,-1,,
15,45,43,33,26,47.4,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,34.1,35,39,1,3,4,4,4,6,-1,-1,-1,-1,,
2,15,16,22,46,91.5,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,31.45,21,8,1,3,4,2,4,6,-1,-1,-1,-1,,
10,24,31,14,4,20.1,13,17,0,3,3,4,2,-2,4,6,-1,-1,,
5,7,10,-1,-1,18.55,48,5,1,2,-2,4,4,3,4,6,-1,-1,,
2,35,41,17,37,46.4,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,34.95,5,29,1,4,4,4,4,6,-1,-1,-1,-1,,
7,51,2,10,46,88,50,28,1,2,-2,4,2,4,6,-1,-1,-1,,
5,7,9,-1,-1,34.65,-1,-1,0,2,3,4,3,4,7,-1,-1,-1,,
34,23,46,1,40,116.25,35,38,1,3,4,3,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,26.9,39,41,0,2,2,-2,4,4,6,-1,-1,-1,,
2,44,22,35,16,38.7,-1,-1,0,3,3,3,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,28.85,36,47,1,4,2,2,2,6,-1,-1,-1,-1,,
24,36,45,48,19,45.9,38,32,1,2,-2,2,2,3,4,6,-1,-1,,
5,7,10,-1,-1,35.4,46,23,0,3,3,3,2,-2,4,6,-1,-1,,
40,24,35,38,30,32.7,48,8,1,3,4,3,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,34.35,7,43,0,2,2,-2,4,4,6,-1,-1,-1,,
45,29,6,30,40,23.75,47,4,1,4,4,4,3,4,6,-1,-1,-1,,
4,6,9,-1,-1,14.55,-1,-1,0,3,4,2,-2,4,7,-1,-1,-1,,
22,18,51,9,33,37.4,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,43.4,38,17,1,4,4,4,4,6,-1,-1,-1,-1,,
37,36,51,12,32,10,20,44,1,3,4,4,2,3,6,-1,-1,-1,,
4,6,8,-1,-1,9.95,23,48,0,2,4,4,9,-2,6,-1,-1,-1,,
2,33,38,29,30,120.5,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,21.9,12,16,1,4,4,4,4,6,-1,-1,-1,-1,,
14,12,29,38,23,36.9,-1,-1,1,4,4,4,2,2,3,7,-1,-1,,
4,6,8,-1,-1,43.85,24,17,0,3,4,4,2,2,-2,6,-1,-1,,
10,5,7,6,35,26.5,0,41,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,11.55,21,16,1,4,4,4,4,6,-1,-1,-1,-1,,
42,45,13,37,2,19.45,40,30,0,2,4,4,3,6,-1,-1,-1,-1,,
4,6,8,-1,-1,20,39,50,1,3,4,4,2,6,-1,-1,-1,-1,,
20,35,27,0,21,119.25,1,22,1,4,4,2,3,4,6,-1,-1,-1,,
4,6,9,-1,-1,23.1,-1,-1,0,3,4,2,-2,4,7,-1,-1,-1,,
44,5,13,9,18,1.7,24,8,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
6,6,6,-1,-1,23.5,3,0,0,2,3,6,-1,-1,-1,-1,-1,-1,,
51,11,45,25,5,26.9,-1,-1,1,4,4,4,4,3,7,-1,-1,-1,,
5,7,9,-1,-1,53.1,36,49,0,3,4,4,2,-2,6,-1,-1,-1,,
23,1,11,7,38,123.55,48,5,1,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,18.35,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1,,
38,30,46,11,26,166.8,47,6,1,4,2,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,5.55,-1,-1,0,3,3,4,4,7,-1,-1,-1,-1,,
9,36,4,17,13,96.7,47,24,1,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,24.95,27,48,0,2,4,4,4,6,-1,-1,-1,-1,,
23,47,6,33,26,26.25,-1,-1,0,3,3,4,3,3,7,-1,-1,-1,,
5,7,9,-1,-1,11.35,35,38,1,2,-2,4,2,2,6,-1,-1,-1,,
7,23,0,15,18,79.45,34,35,0,2,2,3,4,4,6,-1,-1,-1,,
4,8,10,-1,-1,70.5,48,16,1,3,4,2,4,4,6,-1,-1,-1,,
17,35,11,23,18,15.65,32,45,1,2,-2,2,2,9,6,-1,-1,-1,,
5,7,11,-1,-1,24.45,14,27,0,2,3,3,2,3,6,-1,-1,-1,,
0,46,6,39,20,123.9,30,15,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,17.85,17,41,0,3,4,4,4,6,-1,-1,-1,-1,,
14,10,26,7,29,53.2,13,44,1,4,4,2,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,50,-1,-1,0,3,4,3,4,7,-1,-1,-1,-1,,
13,25,40,17,12,168.45,34,33,1,2,-2,2,6,-1,-1,-1,-1,-1,,
5,7,7,-1,-1,3.8,-1,-1,0,3,3,9,7,-1,-1,-1,-1,-1,,
50,17,1,11,7,96.2,-1,-1,1,3,4,3,4,4,3,7,-1,-1,,
4,7,9,-1,-1,25.35,28,12,0,2,2,-2,4,2,-2,6,-1,-1,,
50,42,20,13,9,54.6,-1,-1,0,3,4,2,-2,4,7,-1,-1,-1,,
4,6,9,-1,-1,48.5,39,43,1,4,4,4,3,4,6,-1,-1,-1,,
32,42,10,27,23,10,20,24,0,3,3,4,9,6,-1,-1,-1,-1,,
4,6,8,-1,-1,28.2,28,13,1,4,2,4,9,6,-1,-1,-1,-1,,
11,10,48,20,17,52.6,40,13,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,50.35,0,34,1,4,4,4,4,6,-1,-1,-1,-1,,
5,41,35,14,3,18,45,51,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,19.55,31,49,1,3,4,4,4,6,-1,-1,-1,-1,,
47,26,41,29,25,88.15,12,40,1,3,4,3,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,61,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1,,
25,22,19,31,26,119.35,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1,,
4,7,9,-1,-1,22,50,35,1,3,4,3,4,4,6,-1,-1,-1,,
26,0,27,49,47,10.05,30,29,1,2,3,6,-1,-1,-1,-1,-1,-1,,
6,6,6,-1,-1,9.6,48,14,0,2,9,6,-1,-1,-1,-1,-1,-1,,
9,49,36,6,38,56.75,45,28,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,45.5,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
27,29,17,20,22,12.5,21,48,0,3,9,6,-1,-1,-1,-1,-1,-1,,
5,5,5,-1,-1,24.05,49,45,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
43,29,5,24,11,20.45,41,37,0,2,4,3,3,6,-1,-1,-1,-1,,
4,6,8,-1,-1,18.7,34,19,1,3,4,2,2,6,-1,-1,-1,-1,,
46,1,37,35,14,26.35,6,5,0,2,3,6,-1,-1,-1,-1,-1,-1,,
5,5,5,-1,-1,9.55,4,20,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
28,33,26,16,2,96.8,43,49,1,2,-2,2,3,6,-1,-1,-1,-1,,
5,8,8,-1,-1,23.35,35,42,0,2,3,9,-2,6,-1,-1,-1,-1,,
24,22,8,16,26,13.35,21,39,1,3,4,3,4,2,6,-1,-1,-1,,
4,7,9,-1,-1,35.65,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1,,
51,1,31,13,37,57.15,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1,,
4,7,9,-1,-1,44.95,29,38,1,3,4,3,4,4,6,-1,-1,-1,,
36,10,33,45,30,54.4,6,44,0,3,4,2,-2,4,6,-1,-1,-1,,
4,6,9,-1,-1,47.45,32,21,1,4,4,4,3,4,6,-1,-1,-1,,
38,8,25,26,5,36.55,23,40,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,36.1,16,2,1,4,4,4,4,6,-1,-1,-1,-1,,
51,46,41,20,50,115.4,24,2,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,25.4,22,18,0,3,4,4,4,6,-1,-1,-1,-1,,
44,37,47,26,33,34.9,-1,-1,0,2,3,3,3,3,7,-1,-1,-1,,
5,7,9,-1,-1,30.5,50,51,1,2,-2,2,2,2,6,-1,-1,-1,,
22,11,4,51,38,114.65,32,9,1,4,4,3,4,3,4,6,-1,-1,,
4,7,10,-1,-1,26.1,14,15,0,3,2,-2,2,-2,4,6,-1,-1,,
4,9,41,11,44,14.4,8,12,1,3,4,4,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,50.5,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1,,
30,11,37,29,22,75.45,-1,-1,0,2,4,2,-2,4,7,-1,-1,-1,,
4,6,9,-1,-1,44.2,42,47,1,3,4,4,3,4,6,-1,-1,-1,,
2,47,48,3,6,16.7,37,41,0,2,3,4,4,4,6,-1,-1,-1,,
5,7,9,-1,-1,48,40,20,1,2,-2,4,4,4,6,-1,-1,-1,,
41,32,44,1,12,19.5,28,43,1,3,4,4,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,28.85,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1,,
24,29,49,45,21,91.15,27,40,1,2,-2,2,4,2,6,-1,-1,-1,,
5,7,9,-1,-1,56.55,8,50,0,2,3,3,4,3,6,-1,-1,-1,,
33,5,14,45,15,58.6,22,21,1,2,-2,2,2,4,6,-1,-1,-1,,
5,7,9,-1,-1,42.95,35,50,0,3,3,3,3,4,6,-1,-1,-1,,
10,4,42,50,49,53.6,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,47.5,46,40,1,4,4,4,4,6,-1,-1,-1,-1,,
41,34,15,7,31,106.1,32,37,0,2,3,3,6,-1,-1,-1,-1,-1,,
5,7,7,-1,-1,15,0,3,1,2,-2,9,6,-1,-1,-1,-1,-1,,
1,42,10,25,8,15.55,50,39,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
5,5,5,-1,-1,48.8,51,36,0,2,3,6,-1,-1,-1,-1,-1,-1,,
38,42,10,21,18,21.5,47,11,0,3,3,4,4,2,-2,6,-1,-1,,
5,7,9,-1,-1,26.45,51,6,1,2,-2,4,4,4,3,6,-1,-1,,
21,20,44,4,6,110.3,-1,-1,0,3,4,4,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,30,5,27,1,4,4,4,2,6,-1,-1,-1,-1,,
19,8,35,40,48,17.9,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,19.95,41,23,1,4,4,4,4,6,-1,-1,-1,-1,,
20,42,37,49,26,18.5,1,14,1,4,4,4,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,29.2,33,25,0,3,4,4,3,6,-1,-1,-1,-1,,
1,18,45,16,15,55.4,-1,-1,0,2,3,4,4,4,7,-1,-1,-1,,
5,7,9,-1,-1,44.95,49,51,1,2,-2,4,4,4,6,-1,-1,-1,,
29,42,40,47,49,17.5,35,22,0,3,4,3,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,30.15,41,9,1,4,4,2,2,3,6,-1,-1,-1,,
3,22,21,12,35,13.4,36,28,1,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,13.1,51,39,0,2,4,4,4,6,-1,-1,-1,-1,,
26,0,18,19,3,79.2,-1,-1,1,2,-2,4,2,3,4,3,7,-1,,
5,7,10,-1,-1,67.1,17,45,0,2,3,4,2,-2,2,-2,6,-1,,
13,31,51,6,9,14.9,-1,-1,0,3,4,2,-2,4,7,-1,-1,-1,,
4,6,9,-1,-1,22.75,46,15,1,4,4,4,3,4,6,-1,-1,-1,,
19,41,6,38,3,142.55,2,25,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,18.65,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
45,43,39,6,41,154.15,38,14,1,4,4,4,3,4,6,-1,-1,-1,,
4,6,9,-1,-1,50.65,-1,-1,0,3,4,2,-2,4,7,-1,-1,-1,,
47,27,33,15,22,55.15,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1,,
4,7,9,-1,-1,44.7,39,34,1,3,4,3,4,4,6,-1,-1,-1,,
20,28,38,41,9,143,48,35,0,2,3,3,3,4,6,-1,-1,-1,,
5,7,9,-1,-1,18.15,24,44,1,2,-2,2,2,4,6,-1,-1,-1,,
20,44,27,18,40,13.65,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,23.9,26,42,1,4,4,4,4,6,-1,-1,-1,-1,,
11,18,12,9,16,109,-1,-1,0,3,3,3,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,31.1,1,7,1,4,2,2,2,6,-1,-1,-1,-1,,
4,8,19,26,9,52.15,39,47,1,2,-2,2,4,4,6,-1,-1,-1,,
5,7,9,-1,-1,47.45,-1,-1,0,3,3,3,4,4,7,-1,-1,-1,,
44,41,39,42,24,12.65,11,23,0,3,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,24.85,36,12,1,4,4,4,4,3,6,-1,-1,-1,,
43,31,14,11,46,111.35,-1,-1,1,3,2,4,4,3,7,-1,-1,-1,,
4,6,8,-1,-1,23.6,39,47,0,2,3,4,2,-2,6,-1,-1,-1,,
7,21,6,28,50,44.95,-1,-1,1,3,2,2,4,3,7,-1,-1,-1,,
4,6,8,-1,-1,100.85,31,49,0,2,3,3,2,-2,6,-1,-1,-1,,
39,32,6,42,37,85.6,29,36,1,3,4,3,4,2,6,-1,-1,-1,,
4,7,9,-1,-1,32.5,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1,,
26,33,7,43,44,14.7,36,37,1,2,-2,9,6,-1,-1,-1,-1,-1,,
5,7,7,-1,-1,32.15,32,40,0,2,3,3,6,-1,-1,-1,-1,-1,,
26,6,12,10,31,158.3,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,46.1,9,37,1,3,4,4,4,6,-1,-1,-1,-1,,
35,20,5,26,6,55.8,29,17,1,4,4,3,4,2,2,2,6,-1,,
4,7,13,-1,-1,43.4,-1,-1,0,3,2,-2,2,2,3,3,7,-1,,
32,47,40,16,1,105.25,5,24,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,34.55,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
35,39,33,6,1,62.3,50,37,0,2,3,2,-2,2,-2,2,-2,6,,
7,10,13,-1,-1,36.4,45,44,1,2,-2,4,3,4,3,4,3,6,,
4,3,43,19,26,145.6,1,33,1,4,4,2,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,34.2,37,27,0,3,4,3,4,6,-1,-1,-1,-1,,
23,12,2,40,51,10,47,46,0,3,4,4,3,6,-1,-1,-1,-1,,
4,6,8,-1,-1,11.7,41,5,1,4,4,4,2,6,-1,-1,-1,-1,,
14,41,47,33,8,157,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1,,
4,7,9,-1,-1,47.15,46,1,1,3,4,3,4,4,6,-1,-1,-1,,
43,27,24,28,2,146.85,34,38,1,3,4,3,4,9,6,-1,-1,-1,,
5,8,12,-1,-1,32.9,-1,-1,0,2,2,-2,2,9,7,-1,-1,-1,,
46,29,23,22,44,47.3,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
5,7,9,-1,-1,50.55,51,35,1,4,4,4,4,6,-1,-1,-1,-1,,
9,5,25,41,1,153.75,-1,-1,0,2,2,3,4,3,7,-1,-1,-1,,
4,8,10,-1,-1,50.1,29,17,1,3,4,2,4,2,6,-1,-1,-1,,
16,49,21,26,38,106.7,23,14,1,4,4,2,4,4,6,-1,-1,-1,,
4,8,10,-1,-1,33.05,13,48,0,3,2,3,4,4,6,-1,-1,-1,,
1,28,5,39,49,54.7,48,6,1,3,4,4,3,4,6,-1,-1,-1,,
