Flop0,Flop1,Flop2,Turn,River,Chips,Hands0,Hands1,Action0,Action1,Action2,Action3,Action4,Action5,Action6,Action7,Action8,Action9,,
39,25,46,34,5,69.65,49,23,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,31.25,0,50,1,3,4,4,4,6,-1,-1,-1,-1,,
34,26,13,31,0,21.85,45,32,1,4,2,2,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,64.8,-1,-1,0,3,3,3,4,7,-1,-1,-1,-1,,
32,18,30,36,41,52.35,40,20,0,2,3,3,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,47.7,2,51,1,3,2,2,4,6,-1,-1,-1,-1,,
14,5,44,33,11,52.35,43,50,1,2,3,2,6,-1,-1,-1,-1,-1,,
6,8,8,-1,-1,34.25,38,39,0,2,2,9,6,-1,-1,-1,-1,-1,,
18,45,2,48,46,57.8,-1,-1,0,2,2,-2,3,3,7,-1,-1,-1,,
4,7,9,-1,-1,41.7,14,38,1,3,2,3,2,2,6,-1,-1,-1,,
30,0,27,34,8,19.35,-1,-1,0,3,2,-2,2,-2,4,7,-1,-1,,
4,7,10,-1,-1,11.6,11,1,1,4,4,3,4,3,4,6,-1,-1,,
29,8,49,32,20,21.1,-1,-1,1,2,-2,2,4,3,2,9,7,-1,,
5,7,10,-1,-1,64.6,50,34,0,2,3,3,2,-2,9,-2,6,-1,,
17,12,30,33,9,62.8,22,29,0,2,2,-2,4,3,6,-1,-1,-1,,
4,7,9,-1,-1,37.7,51,19,1,3,4,3,4,2,6,-1,-1,-1,,
21,45,3,11,0,50,25,28,1,3,4,2,4,2,6,-1,-1,-1,,
4,8,10,-1,-1,69.35,9,13,0,2,2,3,4,3,6,-1,-1,-1,,
14,47,18,23,28,13.1,7,46,0,3,2,-2,2,-2,4,6,-1,-1,,
4,7,10,-1,-1,25.85,41,49,1,4,4,3,4,3,4,6,-1,-1,,
22,47,36,11,12,52.6,37,26,0,2,4,3,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,48.45,-1,-1,1,3,4,2,4,3,7,-1,-1,-1,,
38,18,10,6,22,13.5,20,7,0,2,4,3,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,25.3,4,5,1,3,4,2,4,6,-1,-1,-1,-1,,
34,2,3,28,32,50,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
5,7,9,-1,-1,82.45,24,43,1,4,4,4,4,6,-1,-1,-1,-1,,
4,8,33,7,18,12.4,-1,-1,0,2,4,2,-2,4,7,-1,-1,-1,,
4,6,9,-1,-1,26.1,49,32,1,3,4,4,3,4,6,-1,-1,-1,,
25,37,43,30,35,51.05,39,8,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,52.5,15,50,0,3,4,4,4,6,-1,-1,-1,-1,,
1,39,14,4,20,64.15,-1,-1,1,3,4,3,4,3,4,3,7,-1,,
4,7,10,-1,-1,33.8,21,22,0,2,2,-2,2,-2,2,-2,6,-1,,
31,49,13,16,48,55.3,-1,-1,1,3,4,4,4,3,7,-1,-1,-1,,
4,6,8,-1,-1,77.15,6,15,0,2,4,4,2,-2,6,-1,-1,-1,,
16,2,14,11,1,53.85,25,22,0,2,3,2,-2,2,-2,6,-1,-1,,
4,6,9,-1,-1,49.45,-1,-1,1,3,2,2,3,4,3,7,-1,-1,,
32,27,35,29,47,7.15,-1,-1,1,3,4,4,2,3,7,-1,-1,-1,,
4,6,8,-1,-1,30.85,49,44,0,2,4,4,2,-2,6,-1,-1,-1,,
8,6,48,16,29,51.8,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1,,
4,7,9,-1,-1,80.35,15,20,1,3,4,3,4,2,6,-1,-1,-1,,
32,29,42,14,16,50,28,37,0,2,2,-2,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,53.3,9,45,1,3,4,3,4,4,6,-1,-1,-1,,
33,47,26,11,8,50,39,38,1,2,-2,4,2,2,6,-1,-1,-1,,
5,7,9,-1,-1,87.35,-1,-1,0,2,3,4,3,3,7,-1,-1,-1,,
27,35,19,21,1,15.4,-1,-1,0,3,2,-2,2,-2,4,7,-1,-1,,
4,7,10,-1,-1,54.05,36,24,1,4,2,3,4,3,4,6,-1,-1,,
34,6,43,35,25,50.5,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1,,
4,7,9,-1,-1,93.25,48,37,1,3,4,3,4,4,6,-1,-1,-1,,
30,21,36,7,47,70.1,25,29,1,3,4,4,4,6,-1,-1,-1,-1,,
4,7,10,-1,-1,32.3,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1,,
51,26,40,12,21,5.55,25,37,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,32.05,22,3,1,4,4,4,4,6,-1,-1,-1,-1,,
17,30,10,16,15,71.2,38,42,1,4,4,3,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,31.05,-1,-1,0,3,2,-2,4,4,7,-1,-1,-1,,
26,6,33,9,44,72.35,28,25,1,3,4,4,3,4,6,-1,-1,-1,,
4,6,9,-1,-1,29.8,29,41,0,2,4,2,-2,4,6,-1,-1,-1,,
23,38,21,18,33,7.75,1,3,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,29.8,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
45,11,48,12,1,75.8,-1,-1,0,2,2,-2,2,-2,3,7,-1,-1,,
4,7,10,-1,-1,26.85,50,4,1,3,2,3,4,3,2,6,-1,-1,,
31,20,10,23,34,6.25,41,29,1,2,-2,9,6,-1,-1,-1,-1,-1,,
5,7,7,-1,-1,62.25,21,46,0,3,3,3,6,-1,-1,-1,-1,-1,,
45,26,40,2,5,6.7,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
5,7,9,-1,-1,30.7,35,37,1,4,4,4,4,6,-1,-1,-1,-1,,
27,50,7,40,39,5.9,24,29,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,31.35,5,14,1,4,4,4,4,6,-1,-1,-1,-1,,
44,41,48,13,5,6.35,17,19,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
5,5,5,-1,-1,30.85,32,47,0,2,3,6,-1,-1,-1,-1,-1,-1,,
45,5,48,9,20,72,-1,-1,0,2,3,3,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,29.55,39,47,1,3,2,2,2,6,-1,-1,-1,-1,,
50,30,37,26,29,58.9,8,11,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,92.75,9,10,1,3,4,4,4,6,-1,-1,-1,-1,,
36,22,6,25,39,97.35,51,4,1,3,4,3,4,4,3,6,-1,-1,,
4,7,9,-1,-1,38.2,10,13,0,2,2,-2,4,2,-2,6,-1,-1,,
48,12,36,46,35,51.8,-1,-1,1,3,4,3,4,4,3,7,-1,-1,,
4,7,9,-1,-1,53.3,18,41,0,2,2,-2,4,2,-2,6,-1,-1,,
37,27,15,17,2,50,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1,,
4,7,9,-1,-1,61.8,49,42,1,3,4,3,4,4,6,-1,-1,-1,,
9,18,47,41,28,201.9,-1,-1,1,3,4,3,2,4,3,7,-1,-1,,
4,7,9,-1,-1,67.7,16,30,0,2,2,-2,3,2,-2,6,-1,-1,,
19,27,40,42,4,15.05,50,33,1,2,-2,2,2,2,6,-1,-1,-1,,
5,7,9,-1,-1,10,-1,-1,0,3,3,3,3,3,7,-1,-1,-1,,
11,20,32,42,38,50,37,41,1,3,4,3,4,2,6,-1,-1,-1,,
4,7,9,-1,-1,68.65,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1,,
0,11,34,13,26,48.85,30,41,1,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,101.95,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1,,
6,25,28,46,41,50.2,32,35,0,2,2,-2,2,-2,4,6,-1,-1,,
4,7,10,-1,-1,100.45,14,30,1,3,4,3,4,3,4,6,-1,-1,,
25,13,31,34,12,56.25,45,24,1,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,61.9,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1,,
39,3,47,16,6,50,-1,-1,0,2,2,2,7,-1,-1,-1,-1,-1,,
8,8,8,-1,-1,40.7,46,45,1,2,2,9,6,-1,-1,-1,-1,-1,,
6,18,48,26,43,67.6,35,39,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,32.5,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
26,47,41,9,7,52.8,51,39,1,3,4,3,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,64.75,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1,,
2,49,32,5,9,111.55,-1,-1,1,3,4,3,4,3,4,3,7,-1,,
4,7,10,-1,-1,22.95,0,51,0,2,2,-2,2,-2,2,-2,6,-1,,
10,47,21,33,1,174.75,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,93.7,35,27,1,3,4,4,4,6,-1,-1,-1,-1,,
1,8,25,15,21,22.4,24,51,1,3,6,-1,-1,-1,-1,-1,-1,-1,,
4,4,4,-1,-1,2,-1,-1,0,9,7,-1,-1,-1,-1,-1,-1,-1,,
4,26,30,12,13,94.05,31,47,0,2,2,3,3,9,-2,6,-1,-1,,
4,8,10,-1,-1,39.95,48,29,1,3,4,2,2,4,9,6,-1,-1,,
39,2,35,46,38,69.6,47,6,0,2,2,-2,3,3,6,-1,-1,-1,,
4,7,9,-1,-1,29.95,26,40,1,3,4,3,2,2,6,-1,-1,-1,,
50,34,19,49,11,53.6,48,44,0,2,2,-2,2,-2,2,-2,6,-1,,
4,7,10,-1,-1,79.9,-1,-1,1,3,4,3,4,3,4,3,7,-1,,
35,30,3,22,28,39.3,11,12,0,2,4,4,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,84.7,48,18,1,3,4,4,4,3,6,-1,-1,-1,,
24,42,7,39,46,77.1,37,49,1,2,-2,2,3,6,-1,-1,-1,-1,,
5,8,8,-1,-1,21.95,33,40,0,2,3,9,-2,6,-1,-1,-1,-1,,
21,12,11,13,24,49.45,39,41,1,3,4,3,4,3,4,2,6,-1,,
4,7,10,-1,-1,73.6,22,18,0,2,2,-2,2,-2,2,3,6,-1,,
34,39,1,47,42,36.05,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,87.65,33,31,1,3,4,2,4,6,-1,-1,-1,-1,,
0,44,35,32,34,176,1,17,0,2,4,3,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,92.05,48,16,1,3,4,2,4,6,-1,-1,-1,-1,,
29,37,19,30,27,44.8,12,33,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,77.6,9,49,0,3,4,4,4,6,-1,-1,-1,-1,,
33,38,18,16,40,50.25,35,51,0,2,2,-2,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,49.75,13,37,1,3,4,3,4,4,6,-1,-1,-1,,
5,7,31,39,32,60,-1,-1,1,3,2,2,3,4,3,7,-1,-1,,
4,6,9,-1,-1,50,41,35,0,2,3,2,-2,2,-2,6,-1,-1,,
25,33,46,28,3,176.15,42,44,1,2,-2,2,4,4,6,-1,-1,-1,,
5,7,9,-1,-1,91.3,-1,-1,0,2,3,3,4,4,7,-1,-1,-1,,
4,10,38,30,33,186.15,29,43,0,2,2,4,2,-2,4,6,-1,-1,,
6,8,11,-1,-1,80.8,8,12,1,2,3,4,4,3,4,6,-1,-1,,
2,44,26,37,21,47.75,33,32,0,2,2,3,3,4,6,-1,-1,-1,,
4,8,10,-1,-1,52.1,42,31,1,3,4,2,2,4,6,-1,-1,-1,,
5,26,15,43,16,46.75,29,19,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,75.3,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
37,24,19,46,49,81.75,29,30,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,50,14,15,1,3,4,4,4,6,-1,-1,-1,-1,,
23,42,8,41,13,210.9,25,24,0,2,3,3,4,4,6,-1,-1,-1,,
5,7,9,-1,-1,55.55,31,33,1,2,-2,2,4,4,6,-1,-1,-1,,
45,5,14,18,8,26,21,17,1,4,4,3,4,2,6,-1,-1,-1,,
4,7,9,-1,-1,12.7,11,15,0,3,2,-2,4,3,6,-1,-1,-1,,
25,49,10,2,21,50.5,5,38,1,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,72.35,11,39,0,2,4,4,4,6,-1,-1,-1,-1,,
13,27,48,0,15,47.7,10,12,1,4,4,4,2,3,6,-1,-1,-1,,
4,6,8,-1,-1,74.25,14,8,0,3,4,4,2,-2,6,-1,-1,-1,,
47,17,0,19,41,223,28,29,1,2,-2,4,2,4,3,6,-1,-1,,
5,7,9,-1,-1,48.25,38,48,0,2,3,4,3,2,-2,6,-1,-1,,
22,27,19,51,50,245.5,-1,-1,0,2,3,7,-1,-1,-1,-1,-1,-1,,
5,5,5,-1,-1,25.25,40,49,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
28,32,35,42,4,220.25,40,43,1,9,-2,6,-1,-1,-1,-1,-1,-1,,
5,5,5,-1,-1,50,-1,-1,0,2,9,7,-1,-1,-1,-1,-1,-1,,
5,1,9,11,13,53.95,2,3,1,2,-2,2,4,3,4,6,-1,-1,,
5,7,10,-1,-1,50.75,-1,-1,0,2,3,3,2,-2,4,7,-1,-1,,
15,27,42,14,19,45.45,-1,-1,0,2,2,-2,3,2,3,7,-1,-1,,
4,7,9,-1,-1,75.75,51,35,1,3,4,3,2,4,2,6,-1,-1,,
2,5,27,50,16,55.7,14,49,1,3,4,3,2,2,3,6,-1,-1,,
4,7,9,-1,-1,66.7,46,26,0,2,2,-2,3,2,-2,6,-1,-1,,
3,23,44,13,21,89.95,25,35,1,2,-2,2,2,9,6,-1,-1,-1,,
5,7,9,-1,-1,40.65,20,22,0,2,3,3,3,9,6,-1,-1,-1,,
16,7,49,40,27,17.25,17,15,0,3,3,2,-2,4,6,-1,-1,-1,,
4,6,9,-1,-1,50.75,4,45,1,4,2,4,3,4,6,-1,-1,-1,,
36,29,1,7,30,78.7,22,34,1,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,50.25,44,20,0,2,4,4,4,6,-1,-1,-1,-1,,
33,47,34,7,12,31.4,-1,-1,0,3,4,2,-2,2,3,7,-1,-1,,
4,6,9,-1,-1,6.2,35,4,1,4,4,2,3,4,9,6,-1,-1,,
34,25,16,8,15,56.95,27,9,1,4,4,2,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,79.75,-1,-1,0,3,4,3,4,7,-1,-1,-1,-1,,
16,17,39,22,7,13,21,49,0,2,4,4,3,6,-1,-1,-1,-1,,
4,6,8,-1,-1,26.4,35,27,1,3,4,4,2,6,-1,-1,-1,-1,,
8,43,45,24,25,96.3,38,51,0,2,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,17.6,29,48,1,3,4,4,4,6,-1,-1,-1,-1,,
31,0,32,29,9,18.15,1,27,1,4,4,3,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,20.9,-1,-1,0,3,2,-2,4,4,7,-1,-1,-1,,
20,27,32,10,26,12.05,46,47,0,3,2,-2,2,9,6,-1,-1,-1,,
4,7,11,-1,-1,56,35,8,1,4,2,3,4,2,6,-1,-1,-1,,
51,30,8,38,14,96.45,-1,-1,0,3,4,4,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,17.25,5,3,1,4,4,4,2,6,-1,-1,-1,-1,,
42,4,48,34,19,39.2,2,41,1,4,4,3,4,3,4,6,-1,-1,,
4,7,10,-1,-1,18.05,50,1,0,3,2,-2,2,-2,4,6,-1,-1,,
14,30,46,38,29,19.55,-1,-1,0,2,3,3,7,-1,-1,-1,-1,-1,,
5,7,7,-1,-1,19.4,37,36,1,2,-2,9,6,-1,-1,-1,-1,-1,,
36,49,18,21,33,29.75,19,25,1,4,4,2,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,6.5,30,16,0,3,4,3,3,6,-1,-1,-1,-1,,
29,3,6,12,25,57.3,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,79,37,7,1,4,4,4,4,6,-1,-1,-1,-1,,
9,18,41,28,51,35.45,-1,-1,0,3,2,-2,4,4,7,-1,-1,-1,,
4,7,9,-1,-1,21.45,19,22,1,4,4,3,4,4,6,-1,-1,-1,,
5,3,17,1,49,29.7,29,26,1,3,4,3,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,38.3,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1,,
12,19,48,45,9,57.05,50,35,0,2,2,-2,2,-2,2,-2,6,-1,,
4,7,10,-1,-1,79.2,-1,-1,1,3,4,3,4,3,2,3,7,-1,,
36,17,29,9,0,34.7,-1,-1,0,3,2,-2,4,4,7,-1,-1,-1,,
4,7,9,-1,-1,22.15,43,37,1,4,4,3,4,4,6,-1,-1,-1,,
26,7,23,50,6,16.85,28,25,1,3,4,2,9,6,-1,-1,-1,-1,,
4,8,10,-1,-1,56.25,-1,-1,0,2,2,3,3,7,-1,-1,-1,-1,,
12,27,26,0,1,35.1,39,30,1,4,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,21.6,44,5,0,3,4,4,4,6,-1,-1,-1,-1,,
34,20,29,25,14,89.45,32,47,1,3,4,3,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,23.75,33,40,0,2,2,-2,4,4,6,-1,-1,-1,,
48,3,31,11,44,33.2,-1,-1,0,3,3,3,4,7,-1,-1,-1,-1,,
5,7,9,-1,-1,50,21,47,1,4,2,2,4,6,-1,-1,-1,-1,,
32,17,30,36,50,36.6,38,7,1,4,4,2,2,6,-1,-1,-1,-1,,
4,6,8,-1,-1,19.65,39,9,0,3,4,3,3,6,-1,-1,-1,-1,,
39,19,48,33,42,28.85,37,45,1,2,-2,4,3,6,-1,-1,-1,-1,,
5,8,8,-1,-1,14.5,-1,-1,0,2,3,9,-2,7,-1,-1,-1,-1,,
26,7,48,4,44,79.1,19,42,1,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,55.45,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1,,
29,17,9,38,23,37,47,45,1,2,-2,4,2,2,6,-1,-1,-1,,
5,7,9,-1,-1,19.05,-1,-1,0,2,3,4,3,3,7,-1,-1,-1,,
6,16,39,41,2,28.7,35,51,1,3,4,3,4,4,6,-1,-1,-1,,
4,7,9,-1,-1,54.25,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1,,
35,21,14,18,30,100.3,43,19,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,60.25,50,9,1,4,4,4,4,6,-1,-1,-1,-1,,
50,31,35,25,41,38.05,30,10,0,3,3,3,3,2,-2,6,-1,-1,,
5,7,9,-1,-1,29.15,49,6,1,2,-2,2,2,4,3,6,-1,-1,,
14,47,50,33,24,80,12,28,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,54.45,9,4,1,4,4,4,4,6,-1,-1,-1,-1,,
45,20,9,44,38,42,33,23,0,3,2,-2,4,2,-2,6,-1,-1,,
4,7,9,-1,-1,13.55,-1,-1,1,4,4,3,4,4,3,7,-1,-1,,
26,9,8,16,1,19.55,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,47.15,12,51,1,4,4,4,4,6,-1,-1,-1,-1,,
10,4,1,43,46,101,9,47,0,2,3,3,2,-2,6,-1,-1,-1,,
4,6,8,-1,-1,59.5,-1,-1,1,3,2,2,4,3,7,-1,-1,-1,,
5,18,50,28,8,44.3,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
4,7,9,-1,-1,11.05,17,27,1,4,4,4,4,6,-1,-1,-1,-1,,
46,0,17,49,8,19.55,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1,,
4,6,8,-1,-1,47.1,38,44,1,3,4,4,2,6,-1,-1,-1,-1,,
39,36,38,41,43,82.2,26,20,0,3,4,2,-2,2,-2,6,-1,-1,,
4,6,9,-1,-1,52.2,13,46,1,4,4,2,3,4,3,6,-1,-1,,
16,18,40,34,17,16.8,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,49.6,46,31,1,4,4,4,4,6,-1,-1,-1,-1,,
47,50,22,6,48,43.3,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1,,
4,6,8,-1,-1,11.95,36,16,1,4,4,4,4,6,-1,-1,-1,-1,,
39,37,3,40,0,35.75,30,23,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,50,21,5,1,4,4,4,4,6,-1,-1,-1,-1,,
27,33,46,2,26,122.25,8,36,0,3,4,4,4,6,-1,-1,-1,-1,,
4,6,8,-1,-1,50,38,11,1,4,4,4,4,6,-1,-1,-1,-1,,
3,34,44,51,4,43.2,48,25,0,2,4,2,-2,2,-2,6,-1,-1,,
4,6,9,-1,-1,11.85,-1,-1,1,3,4,4,3,4,3,7,-1,-1,,
43,20,49,23,48,35.65,34,22,1,3,4,3,4,2,6,-1,-1,-1,,
4,7,9,-1,-1,50,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1,,
25,28,15,35,5,41.35,3,42,1,4,4,4,4,6,-1,-1,-1,-1,,
